Cust_ID,Age,duration,Min_balance,spend_per_month,job,marital,education
13125,39,158,57317,43301,admin.,single,high.school
13126,37,99,2086,18480,technician,single,university.degree
13127,29,26,3818,18184,self-employed,single,university.degree
13128,54,111,41927,33753,technician,divorced,basic.9y
13129,31,84,1253,15627,admin.,single,high.school
13130,29,69,68561,43959,blue-collar,married,basic.6y
13131,33,65,2418,21806,self-employed,single,university.degree
13132,38,104,61909,5729,technician,single,university.degree
13133,44,252,63405,33614,technician,married,university.degree
13134,53,1049,62811,38981,technician,married,basic.9y
13135,29,101,278,19877,blue-collar,married,basic.6y
13136,31,260,41540,12567,housemaid,married,basic.4y
13137,28,144,690,13662,blue-collar,married,basic.4y
13138,38,137,2268,24222,entrepreneur,married,university.degree
13139,49,158,46427,22669,blue-collar,married,basic.9y
13140,41,138,1670,11585,services,married,high.school
13141,37,99,1624,21304,blue-collar,married,basic.4y
13142,43,40,54,21688,management,married,university.degree
13143,22,36,1797,24568,blue-collar,married,basic.4y
13144,27,30,1723,15589,retired,married,basic.4y
13145,41,136,133,17352,services,single,high.school
13147,28,54,69831,49004,admin.,married,high.school
13148,37,99,3155,17085,admin.,married,high.school
13149,26,119,3293,22282,blue-collar,married,basic.4y
13150,29,215,51411,18571,self-employed,married,university.degree
13151,54,34,52193,6283,blue-collar,married,basic.6y
13152,42,122,860,20522,blue-collar,married,basic.4y
13153,40,428,55663,44397,blue-collar,married,basic.9y
13154,24,48,2652,23077,technician,single,professional.course
13155,41,70,2891,19191,technician,married,professional.course
13156,28,117,65516,13750,blue-collar,single,basic.6y
13157,23,69,2529,19711,blue-collar,married,basic.9y
13158,28,36,62753,49590,blue-collar,married,basic.6y
13159,25,51,526,22493,blue-collar,married,basic.9y
13160,26,173,50465,39906,unemployed,single,high.school
13161,38,150,47776,14862,blue-collar,married,basic.4y
13162,38,292,68792,33779,blue-collar,married,basic.4y
13164,27,200,41570,35507,unemployed,married,basic.9y
13165,27,97,2423,11648,services,divorced,high.school
13166,52,304,53895,12253,technician,married,professional.course
13167,33,74,2579,19607,unemployed,married,basic.9y
13168,36,95,673,22258,blue-collar,married,basic.4y
13169,36,426,69415,31013,technician,married,high.school
13170,26,145,426,11292,management,married,university.degree
13171,41,86,52929,15635,housemaid,married,high.school
13172,33,103,3616,21335,technician,single,professional.course
13173,37,305,42178,24189,admin.,married,high.school
13174,38,110,68339,44560,blue-collar,married,basic.9y
13175,29,139,2342,16183,blue-collar,married,basic.4y
13176,45,99,2304,12387,blue-collar,married,basic.4y
13177,33,102,52361,17023,services,married,high.school
13178,30,93,1491,16425,blue-collar,married,basic.9y
13179,42,340,51268,27769,admin.,married,basic.6y
13180,27,133,3136,19009,services,divorced,high.school
13182,21,56,2483,13168,blue-collar,married,basic.6y
13183,47,484,50121,9042,retired,married,basic.4y
13184,29,69,532,24699,admin.,married,university.degree
13185,34,94,2991,19908,blue-collar,divorced,basic.9y
13186,57,156,44447,5969,retired,divorced,university.degree
13187,57,221,58577,14137,self-employed,married,professional.course
13188,31,110,1734,14972,retired,married,high.school
13189,42,33,1849,20687,services,single,professional.course
13190,35,157,61517,42244,admin.,married,high.school
13191,27,420,46644,46375,entrepreneur,single,university.degree
13192,39,52,1230,23402,blue-collar,married,basic.9y
13193,40,289,44333,41879,admin.,married,high.school
13194,53,307,65924,33410,technician,married,professional.course
13195,28,58,1760,19903,services,married,basic.9y
13196,42,650,48066,8701,management,married,university.degree
13197,43,660,47334,20377,blue-collar,single,basic.4y
13198,36,81,2090,21183,blue-collar,married,university.degree
13199,40,96,45291,30832,admin.,divorced,high.school
13201,46,220,62543,7814,housemaid,married,basic.4y
13202,21,121,337,16888,blue-collar,married,basic.6y
13203,33,131,3127,21766,technician,single,high.school
13204,38,32,54782,19166,blue-collar,married,basic.9y
13205,43,44,51170,47649,technician,single,professional.course
13206,25,129,1686,20890,blue-collar,divorced,basic.9y
13207,33,112,1599,19222,blue-collar,married,basic.9y
13208,30,58,2972,11672,blue-collar,single,high.school
13209,47,348,53337,26181,technician,married,professional.course
13210,39,25,3699,12047,technician,single,high.school
13211,27,149,3403,18530,unemployed,single,high.school
13212,45,109,1893,20040,services,single,high.school
13213,51,372,43281,39179,services,married,high.school
13214,28,60,61191,42227,services,married,high.school
13215,28,134,44206,9811,management,married,university.degree
13216,28,108,68078,27129,admin.,single,university.degree
13217,44,146,3360,12566,services,divorced,basic.9y
13218,30,957,58391,40803,self-employed,married,university.degree
13219,46,83,68760,37503,services,married,high.school
13220,40,343,65301,5891,admin.,divorced,professional.course
13221,25,125,530,11376,services,married,high.school
13222,42,93,1754,19584,management,single,university.degree
13224,46,375,46678,24596,admin.,married,high.school
13225,48,202,69578,33430,entrepreneur,married,basic.6y
13226,32,149,69539,33075,housemaid,married,basic.9y
13227,39,38,1673,19316,blue-collar,divorced,basic.4y
13228,34,128,721,13998,management,married,university.degree
13229,29,211,50749,25165,admin.,single,university.degree
13230,43,24,41775,49433,blue-collar,married,basic.9y
13231,22,25,2282,19007,technician,single,university.degree
13232,42,472,46604,5650,blue-collar,married,basic.4y
13233,28,132,495,21429,technician,single,professional.course
13234,40,58,2819,11797,retired,divorced,professional.course
13235,39,206,44082,38009,technician,single,professional.course
13236,41,61,93,17148,blue-collar,married,basic.9y
13237,53,183,55202,15322,blue-collar,married,basic.9y
13238,30,267,43175,49688,blue-collar,single,basic.4y
13239,36,414,41583,8834,blue-collar,married,basic.9y
13240,40,55,49,17200,blue-collar,married,high.school
13241,42,52,2129,14195,blue-collar,married,basic.6y
13242,38,85,48077,22296,blue-collar,married,basic.6y
13243,38,125,62036,25653,blue-collar,married,high.school
13244,48,256,55422,30050,blue-collar,married,basic.6y
13245,45,172,52856,30156,admin.,married,high.school
13246,58,84,54214,9703,technician,married,university.degree
13247,38,127,1825,23214,admin.,married,high.school
13248,36,138,3568,19804,unemployed,married,basic.9y
13249,42,130,63972,10494,blue-collar,married,basic.9y
13250,53,115,41920,31027,technician,divorced,professional.course
13251,38,168,45627,15434,technician,single,university.degree
13252,32,31,1296,13474,admin.,married,basic.9y
13254,50,90,40015,8003,blue-collar,married,basic.9y
13255,39,45,800,12672,housemaid,divorced,basic.6y
13256,45,121,100,23955,admin.,single,high.school
13257,36,147,3441,13103,admin.,single,high.school
13258,43,131,2808,13619,admin.,single,high.school
13259,43,203,61632,45267,management,married,university.degree
13260,30,61,674,24156,admin.,divorced,university.degree
13263,29,42,56221,24808,admin.,single,university.degree
13264,32,148,67,17075,technician,married,basic.9y
13265,27,135,3213,21560,admin.,divorced,university.degree
13266,23,114,443,12094,management,married,university.degree
13267,21,103,1937,18208,blue-collar,divorced,high.school
13268,52,306,45135,6030,housemaid,single,basic.4y
13269,41,79,368,14097,admin.,single,high.school
13270,27,100,42601,49494,services,married,basic.9y
13271,30,501,49228,15664,technician,married,professional.course
13272,45,144,3361,21459,blue-collar,married,basic.6y
13273,41,504,51261,26668,services,single,high.school
13274,25,35,1020,12426,housemaid,married,basic.4y
13275,45,148,1996,18660,services,married,high.school
13276,37,515,57550,48176,technician,married,basic.9y
13277,38,389,52611,44290,blue-collar,married,basic.6y
13278,50,155,41326,42981,entrepreneur,married,professional.course
13280,39,74,51404,41825,blue-collar,married,basic.9y
13281,24,34,560,12328,blue-collar,married,basic.9y
13282,30,172,67090,49467,services,married,basic.9y
13283,26,41,913,18285,services,single,high.school
13284,43,155,59864,47350,blue-collar,married,basic.4y
13285,26,277,57708,43192,technician,married,professional.course
13286,21,121,3277,21467,blue-collar,married,basic.9y
13287,39,130,371,17894,entrepreneur,single,university.degree
13288,23,194,59705,25396,technician,single,professional.course
13289,55,385,49142,23374,blue-collar,married,basic.4y
13290,36,124,57941,13620,management,married,basic.6y
13291,43,68,3442,15493,self-employed,married,high.school
13292,32,566,46657,19714,technician,single,professional.course
13294,41,100,2439,19191,technician,married,high.school
13295,24,270,51067,45988,blue-collar,single,basic.9y
13296,37,43,41606,14236,admin.,single,university.degree
13297,27,433,69025,21248,services,single,high.school
13298,36,30,1544,21162,self-employed,married,basic.9y
13299,35,59,2683,20012,technician,married,university.degree
13300,32,191,61024,6836,blue-collar,married,basic.6y
13301,26,634,61561,37600,admin.,single,high.school
13302,32,142,2398,24111,management,married,university.degree
13303,45,31,40315,9986,management,married,university.degree
13304,29,52,48402,47490,blue-collar,single,high.school
13305,42,122,783,21495,services,married,high.school
13306,32,99,47781,20086,technician,divorced,professional.course
13307,29,88,1105,23954,blue-collar,married,basic.6y
13308,43,169,61743,39939,management,married,high.school
13309,32,68,51667,20202,housemaid,married,basic.6y
13310,30,30,59698,6713,admin.,single,high.school
13311,27,138,202,16014,admin.,married,high.school
13312,22,40,1995,24966,admin.,married,high.school
13313,38,56,2222,14979,blue-collar,single,high.school
13314,43,105,53585,21158,technician,married,university.degree
13315,42,74,2963,17550,blue-collar,single,high.school
13316,31,538,48868,40871,unemployed,single,professional.course
13317,36,164,51941,26931,entrepreneur,married,university.degree
13318,43,98,766,13839,blue-collar,married,basic.4y
13319,28,46,58574,35281,admin.,single,university.degree
13320,31,64,42840,9083,admin.,single,university.degree
13321,30,105,47163,24676,admin.,single,high.school
13322,43,121,2406,18777,admin.,single,high.school
13323,27,584,51995,5621,services,married,high.school
13324,35,260,49818,39474,blue-collar,married,high.school
13325,24,145,3710,16445,admin.,married,university.degree
13326,30,121,69646,27756,admin.,single,university.degree
13327,41,101,63158,45622,entrepreneur,married,basic.4y
13328,23,38,608,11609,blue-collar,divorced,basic.4y
13329,31,400,61062,15733,admin.,single,university.degree
13330,43,36,256,17873,blue-collar,married,basic.4y
13331,35,88,1051,22153,blue-collar,married,basic.4y
13332,57,80,53724,26185,admin.,single,university.degree
13333,41,56,774,21701,admin.,married,university.degree
13334,32,96,1112,21024,blue-collar,married,basic.4y
13335,31,692,67773,38070,admin.,divorced,university.degree
13336,37,85,61193,46491,unemployed,married,university.degree
13337,26,678,41849,48367,admin.,single,high.school
13338,38,96,57979,5591,services,single,high.school
13339,29,140,3238,11281,technician,single,high.school
13340,32,78,3651,18207,admin.,divorced,university.degree
13341,53,53,67795,38245,housemaid,married,basic.4y
13342,41,86,2261,22190,entrepreneur,married,basic.4y
13343,23,122,1491,23603,admin.,married,university.degree
13344,33,203,61360,31884,technician,married,university.degree
13345,45,407,65934,25739,blue-collar,married,basic.4y
13346,34,225,61166,22794,technician,single,professional.course
13347,28,145,3830,22783,admin.,divorced,university.degree
13348,42,61,66526,28878,blue-collar,married,basic.9y
13349,29,286,50980,5568,entrepreneur,married,basic.6y
13350,23,119,2502,21124,services,single,high.school
13351,31,138,3400,17222,technician,single,professional.course
13352,59,150,64008,23097,retired,married,basic.4y
13353,27,178,49418,19960,admin.,married,university.degree
13354,42,106,3489,20199,blue-collar,divorced,basic.4y
13355,35,31,136,14611,admin.,single,university.degree
13356,31,130,362,23463,blue-collar,married,basic.9y
13357,49,333,56196,48558,blue-collar,married,basic.9y
13358,44,27,523,16532,blue-collar,married,basic.9y
13359,23,47,456,23651,entrepreneur,married,high.school
13360,46,65,67198,49966,services,married,high.school
13361,23,73,1127,21289,technician,married,basic.9y
13362,23,76,2939,11016,management,married,university.degree
13363,31,141,63813,17133,technician,single,professional.course
13364,32,149,896,12322,services,divorced,high.school
13365,58,165,54176,6954,retired,married,professional.course
13366,24,105,632,23114,blue-collar,married,basic.9y
13367,36,65,1020,23034,admin.,married,high.school
13368,33,38,1015,22982,blue-collar,divorced,basic.6y
13369,33,548,66484,31286,services,married,high.school
13370,33,132,1381,15734,blue-collar,married,basic.9y
13371,27,49,3100,14460,admin.,married,basic.9y
13372,24,61,242,13904,blue-collar,married,basic.9y
13373,41,83,570,16744,blue-collar,married,basic.4y
13374,26,148,3187,11423,retired,married,basic.9y
13375,34,143,3752,16709,retired,married,basic.9y
13376,36,62,995,18068,technician,married,high.school
13377,46,407,58457,27067,blue-collar,married,basic.9y
13378,34,339,61377,21140,unemployed,married,high.school
13379,44,36,1100,24885,admin.,married,high.school
13380,42,139,1791,21418,admin.,married,university.degree
13381,42,125,3402,14712,blue-collar,married,basic.4y
13382,49,148,57770,16696,admin.,divorced,high.school
13383,27,61,572,22276,admin.,divorced,high.school
13384,30,61,2634,12248,admin.,married,illiterate
13385,35,107,3888,24083,management,married,professional.course
13386,59,494,53584,25225,retired,married,professional.course
13387,38,133,3007,16241,self-employed,married,basic.9y
13388,40,615,49887,39043,admin.,married,high.school
13389,29,46,3552,11558,admin.,married,university.degree
13390,57,518,46852,37925,admin.,divorced,basic.9y
13391,26,34,1988,11717,technician,single,university.degree
13392,21,46,3187,14237,self-employed,divorced,university.degree
13393,33,70,2290,15852,technician,married,university.degree
13394,29,148,67376,31370,unemployed,divorced,university.degree
13395,52,128,43262,9588,blue-collar,married,basic.9y
13396,31,160,62129,44866,services,married,high.school
13397,30,89,46994,16054,blue-collar,single,basic.9y
13398,35,145,2221,19709,admin.,married,basic.9y
13399,30,111,67057,33623,technician,single,professional.course
13400,29,85,1972,24704,blue-collar,married,basic.9y
13401,42,227,63931,32413,blue-collar,married,basic.4y
13402,38,126,1581,22497,admin.,single,university.degree
13403,23,49,3825,12010,unemployed,married,high.school
13404,31,44,310,18845,services,married,professional.course
13405,52,1434,60899,25652,blue-collar,married,basic.9y
13406,38,68,2987,22060,blue-collar,married,basic.6y
13407,48,179,58942,24912,admin.,married,university.degree
13408,40,63,43982,36871,blue-collar,married,basic.6y
13410,36,113,2428,22867,blue-collar,married,basic.9y
13412,22,95,1513,15437,management,divorced,university.degree
13413,28,146,3199,19128,blue-collar,married,basic.6y
13414,44,250,48434,9371,technician,divorced,professional.course
13415,36,50,29,17320,technician,married,university.degree
13416,42,75,64875,8998,technician,married,professional.course
13417,39,52,824,21220,services,married,high.school
13418,29,93,1040,22209,admin.,married,basic.9y
13419,29,122,80,18350,management,divorced,university.degree
13420,24,104,381,16512,blue-collar,married,basic.9y
13421,44,58,628,12074,services,married,basic.6y
13422,41,28,566,19632,technician,married,basic.9y
13423,33,94,3217,16639,self-employed,married,university.degree
13424,26,105,849,18350,blue-collar,single,basic.4y
13425,47,66,51046,7328,technician,married,professional.course
13426,31,782,59163,34212,entrepreneur,married,basic.6y
13428,26,118,55524,24698,admin.,single,university.degree
13429,52,116,65599,14225,blue-collar,married,basic.9y
13430,30,128,41549,40980,admin.,single,university.degree
13431,51,104,55176,32911,management,married,basic.4y
13432,36,85,2597,13570,blue-collar,married,basic.9y
13433,46,87,58585,33567,admin.,married,basic.9y
13434,41,135,2036,21312,management,married,high.school
13435,28,101,1207,19842,admin.,divorced,university.degree
13436,42,401,48126,8526,admin.,single,university.degree
13437,44,79,2313,23301,services,single,basic.9y
13438,24,41,3663,16178,blue-collar,single,basic.4y
13439,29,30,2919,13281,self-employed,single,basic.4y
13440,41,107,50017,15053,blue-collar,single,basic.4y
13441,25,81,3979,21487,blue-collar,divorced,basic.9y
13442,23,360,56632,21672,blue-collar,single,basic.9y
13443,42,461,41897,30337,housemaid,divorced,basic.4y
13444,26,102,3351,20610,admin.,divorced,basic.6y
13445,39,240,65552,31285,housemaid,married,basic.4y
13446,31,127,55687,23349,housemaid,divorced,high.school
13447,35,129,679,19759,blue-collar,married,basic.9y
13448,40,244,47334,31502,technician,married,high.school
13449,24,50,570,24000,management,married,university.degree
13450,35,111,951,11636,technician,married,basic.9y
13451,41,139,2110,14386,self-employed,married,high.school
13452,47,41,61254,28428,blue-collar,single,basic.9y
13453,25,107,570,18359,blue-collar,married,basic.4y
13454,30,559,40160,13987,services,married,high.school
13455,40,99,1381,24149,unemployed,single,high.school
13456,39,43,2711,24599,services,single,high.school
13457,25,64,42045,13612,admin.,married,high.school
13458,29,328,69800,14959,technician,married,professional.course
13459,56,621,52928,40338,retired,married,basic.4y
13460,31,232,50821,14011,services,single,high.school
13461,42,259,61810,42539,blue-collar,divorced,basic.9y
13462,50,629,48161,29069,blue-collar,divorced,high.school
13463,41,1103,51433,46029,blue-collar,married,basic.4y
13464,38,55,3029,20094,blue-collar,married,basic.9y
13465,27,43,1251,17978,entrepreneur,married,university.degree
13466,31,150,994,14457,management,single,university.degree
13467,31,385,46399,16075,technician,married,university.degree
13468,23,118,1046,24955,blue-collar,married,basic.9y
13469,41,56,1513,23696,services,married,high.school
13470,21,108,50,17501,services,married,high.school
13471,36,61,62727,19803,admin.,married,university.degree
13472,34,122,3802,11179,unemployed,married,high.school
13473,24,135,2664,11051,blue-collar,married,basic.9y
13474,41,94,3064,12543,housemaid,single,basic.6y
13475,40,56,69093,35917,blue-collar,married,basic.9y
13476,25,26,3940,23440,admin.,single,university.degree
13477,49,326,42183,11242,unemployed,divorced,basic.9y
13478,35,33,2254,17129,blue-collar,married,basic.9y
13479,26,70,601,14265,admin.,divorced,high.school
13480,39,223,60807,34546,housemaid,married,basic.4y
13481,26,110,3182,22749,blue-collar,married,basic.6y
13482,38,56,705,22826,services,single,basic.9y
13483,21,117,3089,16259,blue-collar,married,basic.4y
13485,47,207,65369,16638,services,married,basic.6y
13486,33,385,54285,40192,unemployed,divorced,basic.9y
13487,40,91,2056,19929,housemaid,married,university.degree
13488,27,100,2455,16713,admin.,single,high.school
13489,21,55,2947,21055,entrepreneur,married,high.school
13490,42,247,58050,44842,entrepreneur,married,high.school
13491,40,131,3188,11873,technician,married,university.degree
13492,33,49,3164,17917,blue-collar,married,high.school
13493,42,67,591,15849,admin.,single,university.degree
13494,21,98,1033,16595,blue-collar,married,basic.9y
13495,37,114,67245,21609,services,divorced,high.school
13496,40,166,47875,26573,technician,married,basic.9y
13497,35,143,68,15787,entrepreneur,married,university.degree
13498,29,94,51510,27007,services,married,high.school
13499,48,169,49304,46361,blue-collar,divorced,basic.4y
13500,27,113,3736,18798,services,single,high.school
13501,28,248,41089,37720,admin.,single,university.degree
13502,36,889,52348,9719,blue-collar,married,high.school
13503,43,118,63877,7513,admin.,married,high.school
13504,26,107,2355,14484,blue-collar,married,basic.9y
13505,24,76,269,16480,admin.,married,high.school
13506,38,128,66342,40691,admin.,divorced,high.school
13507,29,556,41260,24641,services,married,high.school
13508,37,28,1836,21177,blue-collar,married,basic.4y
13509,34,199,43141,46557,blue-collar,married,basic.9y
13510,22,77,3120,18303,technician,divorced,university.degree
13511,49,256,60766,30806,blue-collar,married,basic.4y
13512,23,30,3572,13894,entrepreneur,married,basic.9y
13513,52,161,45958,26512,management,married,university.degree
13514,47,461,52325,44702,admin.,married,basic.9y
13515,35,187,65994,34029,self-employed,married,high.school
13516,35,130,786,19378,admin.,married,high.school
13517,28,100,2458,12600,services,married,high.school
13518,29,108,1266,14800,technician,married,basic.9y
13519,42,643,48229,49862,self-employed,divorced,university.degree
13520,25,129,1739,11617,blue-collar,married,basic.4y
13522,56,121,57006,8670,retired,married,basic.4y
13523,42,92,525,22614,technician,married,professional.course
13524,41,106,45829,23298,technician,married,high.school
13525,47,480,47715,45202,admin.,divorced,high.school
13526,39,51,41766,32613,blue-collar,married,basic.9y
13527,47,532,60249,10750,admin.,divorced,high.school
13528,40,108,3919,17201,blue-collar,married,basic.9y
13529,24,44,306,12631,retired,married,basic.4y
13530,34,124,28,17227,technician,single,professional.course
13531,43,28,913,17315,admin.,divorced,high.school
13532,42,46,55244,7336,admin.,married,university.degree
13533,37,254,64870,45730,entrepreneur,married,basic.6y
13535,54,224,65172,38875,management,married,university.degree
13536,35,48,1796,15452,admin.,married,university.degree
13537,44,1200,66580,31659,housemaid,married,high.school
13538,45,295,67446,23277,services,divorced,high.school
13539,36,75,3603,12971,entrepreneur,married,university.degree
13540,22,58,490,17280,technician,married,university.degree
13542,40,209,68042,25418,services,married,basic.6y
13543,43,72,2269,17940,blue-collar,married,basic.9y
13544,28,140,2636,17928,technician,married,professional.course
13545,36,126,83,21186,services,married,professional.course
13546,26,129,3179,17826,admin.,single,university.degree
13547,28,154,64285,21232,admin.,single,high.school
13548,40,162,47262,21173,services,married,high.school
13549,53,933,47331,18702,entrepreneur,single,basic.9y
13550,51,110,59952,36425,blue-collar,married,high.school
13551,34,63,3053,12946,blue-collar,married,basic.4y
13552,35,448,41790,35195,technician,married,basic.9y
13553,27,261,66050,17645,admin.,single,high.school
13554,41,120,67082,49714,entrepreneur,married,basic.4y
13555,48,151,59575,10164,blue-collar,married,basic.4y
13556,33,199,55752,29263,management,married,university.degree
13557,40,94,65547,36288,blue-collar,married,basic.9y
13558,52,97,41172,23850,entrepreneur,married,university.degree
13559,41,531,69857,27150,entrepreneur,married,basic.4y
13560,45,97,2311,18677,services,married,basic.9y
13561,36,104,1910,17032,services,married,basic.9y
13562,35,71,3272,15156,admin.,married,university.degree
13563,37,53,1602,14142,blue-collar,single,basic.6y
13564,55,210,49623,27802,retired,divorced,high.school
13565,30,130,66329,26710,technician,single,high.school
13566,37,599,69667,11513,management,married,high.school
13567,38,148,3046,15272,management,married,university.degree
13568,33,532,49706,20119,blue-collar,married,basic.9y
13569,40,90,1503,19106,admin.,divorced,university.degree
13570,34,136,69007,33767,blue-collar,married,basic.9y
13571,37,500,63107,33905,technician,single,high.school
13572,45,149,1714,19597,blue-collar,married,basic.9y
13573,38,137,1071,24596,services,married,high.school
13574,31,1467,56721,9300,admin.,married,university.degree
13575,34,246,43101,26360,blue-collar,divorced,basic.4y
13576,39,30,3859,17174,entrepreneur,married,university.degree
13577,29,234,63291,18490,services,single,university.degree
13578,30,33,467,17900,blue-collar,married,basic.9y
13579,39,353,46000,9738,admin.,married,high.school
13580,31,51,980,11631,entrepreneur,married,high.school
13581,36,118,2306,24671,admin.,married,university.degree
13582,52,387,51548,29326,entrepreneur,married,basic.9y
13583,25,114,1418,18355,admin.,married,university.degree
13584,23,63,2693,18365,blue-collar,married,basic.9y
13586,39,175,51623,11773,self-employed,married,university.degree
13587,43,115,1734,23638,entrepreneur,married,basic.6y
13588,60,188,51573,45952,retired,married,high.school
13589,41,46,1431,17437,admin.,divorced,basic.6y
13590,28,40,889,21905,technician,married,basic.6y
13591,31,354,55555,49219,services,married,high.school
13592,39,835,54457,39148,self-employed,single,basic.9y
13594,33,209,51501,5140,admin.,married,professional.course
13595,42,128,240,18329,admin.,married,high.school
13596,40,131,2462,11380,technician,married,professional.course
13597,50,1165,64539,22017,entrepreneur,married,university.degree
13598,29,113,59615,47932,services,single,high.school
13599,42,129,3101,15976,services,single,high.school
13600,46,190,63731,32500,blue-collar,married,basic.9y
13601,23,104,51445,36248,services,single,high.school
13602,27,115,1427,20836,admin.,single,high.school
13603,39,77,3848,14666,services,single,high.school
13604,31,211,61172,34371,admin.,married,university.degree
13605,43,110,1770,14153,services,married,high.school
13606,50,830,53477,12200,technician,married,professional.course
13607,40,80,3532,22138,technician,married,professional.course
13608,31,51,1381,23533,retired,married,university.degree
13609,27,95,3528,14573,technician,married,professional.course
13610,23,28,590,19675,admin.,married,university.degree
13612,28,92,1345,14603,housemaid,single,basic.4y
13613,43,100,2226,18439,self-employed,married,professional.course
13614,42,299,59360,24502,technician,divorced,basic.9y
13616,27,238,47761,14040,admin.,married,high.school
13617,40,281,68246,35950,admin.,single,university.degree
13618,41,50,3410,17372,admin.,single,high.school
13619,25,234,43749,10752,blue-collar,single,high.school
13620,25,68,66592,34588,admin.,married,high.school
13621,43,107,45566,23595,blue-collar,married,basic.9y
13622,22,115,121,17063,management,married,university.degree
13623,25,159,66557,17333,admin.,divorced,professional.course
13624,28,247,50260,32737,technician,divorced,university.degree
13625,29,59,3264,14239,admin.,single,university.degree
13626,52,228,67314,25205,blue-collar,married,basic.9y
13627,51,293,43928,16093,blue-collar,divorced,basic.9y
13628,41,93,3357,14399,services,married,basic.9y
13629,33,143,52107,13757,entrepreneur,single,professional.course
13630,38,273,66346,11472,unemployed,married,high.school
13631,29,68,3796,19730,blue-collar,single,basic.9y
13632,23,46,3913,13128,admin.,married,high.school
13633,42,339,54990,14323,admin.,divorced,university.degree
13634,24,98,50817,21270,services,single,high.school
13635,32,32,705,16122,technician,married,professional.course
13636,59,244,43207,29600,blue-collar,married,basic.9y
13637,34,264,49200,44054,management,single,high.school
13638,23,114,2103,18794,blue-collar,married,professional.course
13639,31,116,55766,20457,admin.,single,university.degree
13640,35,164,43220,9148,technician,married,professional.course
13641,43,25,55796,11647,entrepreneur,married,basic.4y
13642,41,30,3352,18351,admin.,married,basic.9y
13643,42,142,3677,18045,services,married,high.school
13644,36,150,768,21626,blue-collar,married,basic.6y
13646,24,107,485,15498,blue-collar,married,basic.4y
13647,33,33,2,22609,housemaid,married,basic.4y
13648,37,305,68621,28777,blue-collar,single,basic.6y
13650,37,237,52594,45526,technician,married,professional.course
13651,43,40,75,14085,admin.,married,university.degree
13652,38,224,49993,23519,technician,married,professional.course
13653,24,54,2146,11068,blue-collar,married,high.school
13654,36,333,66649,20523,blue-collar,married,professional.course
13655,39,627,43887,7144,admin.,married,high.school
13656,42,100,67943,43925,blue-collar,married,basic.4y
13657,21,96,2839,16023,technician,married,high.school
13658,37,416,68493,27758,blue-collar,single,high.school
13659,36,41,3413,17791,unemployed,divorced,professional.course
13660,39,51,45428,7410,services,married,basic.9y
13662,28,576,67087,34056,blue-collar,married,basic.9y
13665,43,260,65149,38911,blue-collar,married,basic.4y
13666,42,255,41158,14586,management,divorced,university.degree
13667,22,66,2258,17637,admin.,married,high.school
13668,43,96,40025,5384,admin.,divorced,high.school
13669,39,543,43169,45164,services,married,basic.9y
13670,38,182,48575,30483,admin.,married,professional.course
13671,45,82,3026,21688,unemployed,single,basic.9y
13672,37,52,1507,24945,management,divorced,university.degree
13673,35,167,41060,41451,admin.,single,university.degree
13674,29,57,2324,24298,technician,single,professional.course
13675,31,60,2421,13553,blue-collar,married,high.school
13677,36,74,45835,10541,admin.,married,high.school
13678,29,98,650,12537,admin.,divorced,high.school
13679,35,447,64832,23129,admin.,single,university.degree
13680,44,73,3768,18632,blue-collar,single,basic.6y
13681,26,112,556,24967,admin.,divorced,university.degree
13682,48,122,57418,18274,blue-collar,married,basic.6y
13683,33,90,3946,15094,blue-collar,married,basic.9y
13684,39,79,63060,40040,admin.,divorced,basic.9y
13685,23,148,3667,12893,blue-collar,married,professional.course
13686,34,139,3233,21245,blue-collar,married,basic.4y
13687,48,360,47503,39456,blue-collar,married,basic.4y
13688,32,128,1723,13656,blue-collar,married,basic.6y
13689,44,234,51058,40912,blue-collar,single,high.school
13690,34,146,49704,13199,blue-collar,married,basic.9y
13691,36,407,48959,13608,services,divorced,university.degree
13692,39,107,3460,11950,admin.,married,university.degree
13693,22,127,1912,24163,technician,single,university.degree
13694,30,124,2044,20752,blue-collar,divorced,basic.6y
13695,50,339,55466,11173,admin.,married,high.school
13696,31,500,66613,15237,services,single,high.school
13697,48,352,65455,49267,admin.,divorced,high.school
13698,40,16,61596,46620,management,married,university.degree
13699,39,78,2891,23195,admin.,married,high.school
13700,37,116,490,11458,technician,single,university.degree
13701,42,100,52360,13143,entrepreneur,married,high.school
13702,24,245,44148,49131,unemployed,single,high.school
13703,36,95,63658,40812,technician,married,university.degree
13705,52,88,56645,33891,housemaid,married,basic.4y
13706,32,77,1723,19682,housemaid,divorced,high.school
13707,28,55,3756,21103,services,single,high.school
13708,24,122,2275,13894,admin.,single,university.degree
13709,40,167,62008,29428,services,married,high.school
13710,33,132,2948,23408,services,married,high.school
13711,55,89,55218,30845,technician,married,professional.course
13712,30,112,57822,9183,blue-collar,single,basic.4y
13713,45,208,58728,44580,management,married,university.degree
13714,36,88,2634,23499,services,married,high.school
13715,31,624,57488,33302,services,married,high.school
13716,23,111,864,18865,admin.,single,high.school
13718,41,149,2962,15523,entrepreneur,married,basic.4y
13720,44,53,41296,14922,admin.,married,high.school
13721,24,49,2616,19845,technician,married,professional.course
13722,44,136,69984,29499,admin.,married,high.school
13723,42,61,669,24514,admin.,married,high.school
