Age,duration,Min_balance,spend_per_month
31,154,23145,44256
29,930,50236,18516
44,392,61213,29041
41,213,17507,6937
30,18,45888,45749
33,393,37450,19412
56,746,43497,43018
26,351,43091,48959
49,174,44960,9647
40,142,65695,37338
51,229,17333,19743
48,261,32115,32211
47,289,26265,37860
34,227,11670,38627
36,115,50411,42844
43,178,44123,25797
56,41,63805,35700
39,154,17021,49790
43,100,42344,46923
39,61,62113,22859
59,181,38293,36110
50,205,61834,18928
24,468,48871,10548
38,358,58044,21936
41,442,39212,19528
34,1576,47709,40401
48,83,59729,46187
35,134,54965,16021
54,28,63967,8957
31,92,20407,42785
42,217,58663,41495
45,134,35209,21458
24,222,18591,5886
37,179,54104,18179
57,110,13530,15125
35,444,60003,10914
41,548,46644,49992
33,16,17090,25617
42,213,21713,33344
35,402,49441,5959
44,312,60970,26707
36,280,24788,19004
28,689,47644,12361
57,716,14712,13689
41,43,29632,37035
41,39,32301,49132
36,90,40851,46744
38,194,16257,16387
48,984,36808,23187
48,153,61242,24571
39,59,55321,30547
33,20,46723,14559
52,359,10554,38441
59,605,32425,8289
42,180,65422,14488
57,30,33834,41636
33,94,57479,21510
39,232,23515,25986
39,432,52891,19335
28,152,47765,49771
60,104,13508,11397
44,154,47922,26127
36,70,54974,32990
26,48,35982,18209
40,201,33844,37740
48,182,10578,26907
40,150,56771,48303
43,209,27268,9625
49,86,47301,11628
32,67,52406,31343
56,197,53524,43083
48,87,42641,32299
44,75,61844,5253
57,450,64739,10841
30,174,22769,11068
34,180,37047,29926
34,20,41557,47040
46,179,16597,23077
32,73,34195,6110
48,55,65217,24845
46,222,40746,38474
38,267,40389,11594
43,69,49518,25914
41,200,34626,39246
36,63,67378,21822
48,332,60477,35992
52,542,57766,24108
43,301,25088,10034
46,207,33056,14057
55,115,12581,26304
44,159,10026,11553
24,117,62569,20095
58,159,66092,46184
41,238,59001,43416
29,161,61504,26670
26,1173,64339,21078
32,206,56960,23016
35,438,31544,34613
45,250,40413,14478
33,46,23460,21660
38,147,50732,28208
36,275,36404,15526
35,26,18153,13082
34,963,42538,30191
41,202,61468,39684
37,50,38924,17796
39,236,37057,6223
33,272,46563,11862
43,112,16454,20313
47,384,12736,17114
33,361,49703,12474
40,49,47266,26422
31,953,16904,47790
34,148,41851,22711
39,233,52516,33158
35,409,31027,35913
35,194,12850,42391
59,103,47477,12062
42,579,55753,17714
32,956,69892,39928
48,183,50364,40502
46,117,68026,47408
41,175,49538,11984
29,186,24921,15624
38,23,48160,27738
30,256,54456,28540
38,68,63348,46545
50,157,18598,19471
37,132,29593,50000
30,131,53942,11342
52,43,66111,40705
40,479,56433,12655
50,363,18762,47218
36,56,54449,36300
41,201,58223,23633
50,517,40102,41050
38,447,33437,19826
51,342,51872,14391
38,135,50678,20847
38,119,44228,24347
55,22,47804,12990
58,150,55207,33126
41,110,69032,39586
31,166,38618,39577
36,65,51119,29062
34,404,23080,19878
33,280,30701,48890
42,157,37161,42375
35,170,35887,16488
49,80,48772,12504
58,164,61422,29540
51,34,40143,24615
38,258,12879,46877
48,291,66058,21582
35,126,11582,22760
49,88,36700,40041
56,941,38893,6140
35,349,61799,49163
60,131,30045,14419
37,384,56149,35450
31,440,52504,28766
44,143,67769,34995
38,284,33209,30417
40,161,36337,24691
30,123,17461,44597
36,771,48184,29030
50,103,61240,47531
28,132,39216,45053
50,235,68786,5875
48,1025,15663,49799
57,45,26033,7844
56,21,59124,44396
56,536,59410,35175
27,243,61119,11437
49,131,46704,30919
52,316,47160,36677
35,192,48452,37516
34,145,35139,15725
50,288,16671,34920
29,569,25876,16960
31,23,12140,34958
40,406,12854,21198
37,106,52124,42190
37,393,55826,10760
57,171,20679,21630
31,116,21767,45522
40,25,24446,39767
30,118,45973,21042
43,75,35440,48592
35,54,47948,33503
29,235,62890,37062
38,404,35108,44973
46,179,42155,45227
47,126,35862,11876
39,102,26962,13720
42,110,57580,21576
35,227,58765,37247
39,123,13503,34251
57,194,44320,46462
38,992,29710,49100
47,100,50880,44489
37,303,50500,9506
41,732,36291,34703
41,366,42156,41453
42,228,55019,8294
38,14,43795,7513
46,193,68267,19713
31,409,37082,25320
32,220,12952,27478
46,231,33217,45955
59,242,61836,13381
55,216,37882,26782
53,119,65787,21971
43,41,68257,22657
49,495,17295,49966
50,128,36811,11055
26,185,64718,10495
30,722,43143,28483
40,240,47479,39329
43,455,16465,19481
53,138,36505,10608
25,361,47171,33357
48,418,34549,12234
27,208,54920,36138
53,177,54864,41383
44,249,11980,38299
54,84,36823,7356
30,338,59356,27975
32,299,38235,11763
29,284,20596,31752
43,282,58168,39575
43,435,55353,44859
36,120,56395,8971
45,825,47791,20290
34,51,37258,13844
38,253,53024,16455
53,259,37630,49208
57,237,40050,31675
38,1045,65065,28206
41,110,52480,38900
49,188,34618,17989
35,320,16267,30308
39,231,56499,41342
31,170,27363,17913
50,58,35924,33282
30,615,57677,48751
50,676,57498,27228
49,165,64011,23878
37,192,13970,31495
47,258,45928,10741
43,319,28454,14512
29,860,25163,17585
31,680,28183,47690
38,165,15537,37947
43,356,69525,47451
29,235,64546,38392
35,173,19270,36048
54,294,19560,21604
27,216,23692,23055
57,177,58815,42390
30,220,32082,45036
30,641,68840,34880
43,633,61342,40149
32,94,28989,8875
34,35,24892,9343
44,828,21210,22323
31,35,52558,20772
29,263,34519,39494
51,143,24858,40378
58,108,48959,48802
33,164,39057,19648
52,245,58690,44003
57,43,13033,14801
24,768,41229,5135
27,327,49318,30298
42,215,34656,12705
30,200,37162,44902
28,320,26194,17349
31,801,21268,41901
32,31,59546,28049
33,114,23086,37998
42,236,25455,24115
29,201,58049,40914
30,482,36241,17443
34,133,42650,12056
40,2456,63598,5713
28,171,51697,39355
45,443,22777,25354
35,263,17790,34726
35,94,56468,49748
26,59,46232,29694
60,111,27544,21015
51,72,23131,34806
36,199,14399,45904
35,589,34594,35170
39,199,62692,12348
31,113,63440,7414
40,179,15224,42290
30,215,17594,22303
40,61,35481,13244
46,107,37497,46795
45,242,59096,43532
39,1340,18040,32989
41,13,57978,29309
36,129,30445,10172
57,50,10789,36887
38,406,55019,26188
42,239,40436,42594
39,178,44200,22031
51,81,22107,18547
32,327,32606,15647
57,604,17850,11453
50,137,29578,23839
27,72,18620,25515
38,246,15873,28651
50,199,29063,30363
46,372,48049,23607
26,167,47991,35408
29,30,16081,33328
32,189,47379,20880
33,277,67527,29875
59,215,18297,23348
33,133,50189,46178
58,183,60233,41618
42,134,37169,42628
32,211,24574,5575
50,80,18181,35391
43,220,13611,27145
46,495,49846,49224
28,157,32588,41704
29,81,26023,27586
45,559,33766,18664
31,441,33925,23403
42,14,65005,34233
31,662,53551,20884
53,76,20493,48959
31,230,18186,14575
27,323,34577,40925
40,117,12761,10042
40,176,36359,42301
40,1259,48897,5063
58,380,27760,46796
31,214,24276,19922
60,136,18254,41162
38,350,63812,24020
27,56,26904,43015
59,131,56246,14617
36,113,62969,43973
40,71,58639,12050
58,137,54745,24025
35,497,50082,15677
54,184,23611,39827
34,276,35656,31226
42,68,46884,38687
36,11,11112,48152
45,313,19000,25497
31,397,56238,23537
33,164,10708,29421
37,1363,51655,13672
29,816,18178,40044
40,1030,20110,41035
30,266,64336,29197
32,56,67639,49864
46,143,54202,11286
30,229,32548,32980
29,342,51780,35351
35,340,10167,19882
37,59,21307,14468
47,72,33050,35681
42,599,41618,8639
59,77,60669,29044
45,157,43026,28461
29,199,12078,45092
31,187,11521,20763
34,239,42876,24998
48,246,42875,34726
40,238,26870,11755
45,118,54822,13898
32,254,46253,25536
33,281,59275,14251
42,94,54983,7901
38,269,16301,20628
47,203,53027,24062
41,140,58798,31579
41,148,50701,48948
43,583,21708,13964
34,172,50969,18364
34,60,45511,7833
52,70,35037,6369
48,68,27379,44273
37,267,20201,42488
41,88,57631,7093
47,19,58239,17073
46,490,47516,49749
42,604,50920,49710
28,290,40046,38471
36,78,22411,16343
49,88,42632,21206
37,113,38755,43340
28,550,19005,44959
35,52,55362,35805
56,197,37396,19786
42,235,64577,24843
36,159,36741,20096
36,120,54136,42240
45,1516,65843,34585
57,28,32048,34913
46,87,26384,43395
28,151,26071,32426
36,226,50949,32329
38,113,19348,42136
36,281,51414,42136
45,1336,57787,41802
35,173,14343,47108
30,83,30079,49525
35,180,35647,15310
42,457,67973,34133
44,25,33048,5785
48,145,20900,21029
26,622,32660,22809
30,89,65993,9565
56,99,35531,28310
26,71,57408,10614
50,407,67954,30539
34,250,40158,12921
52,633,15711,47937
58,111,57877,13620
50,462,37377,17422
43,28,46381,11840
46,1138,30563,42236
45,107,66110,37448
31,135,12351,32504
39,96,34396,40175
31,131,39454,11977
34,46,13514,12221
46,267,61896,23104
30,213,57589,32687
30,1242,41019,36400
37,109,48883,16561
38,75,33528,28791
41,129,24940,47779
48,89,35808,48111
39,103,61335,11909
41,105,61193,32430
57,71,56440,18094
31,406,53918,47617
41,66,27266,24441
54,38,54945,23375
42,166,54694,42222
32,67,23377,19695
47,121,41154,22671
26,524,43469,44831
39,1141,40018,34339
36,125,61731,22997
26,18,16032,25369
32,355,63298,26958
29,237,36359,28495
30,299,23232,12015
38,578,66551,11548
25,109,14869,16138
33,142,31043,16347
41,102,68342,23093
31,233,32470,28132
29,194,27064,11538
42,365,50395,20398
35,984,13597,16748
60,16,36363,41095
48,105,13507,40808
58,215,12119,40258
46,148,15340,9191
30,386,50242,18866
31,91,52479,40350
34,98,27798,17657
37,193,28075,18303
24,132,32629,11170
58,279,31367,7076
59,109,68877,24778
36,1045,20219,12582
28,361,30692,14648
31,204,42918,29521
23,83,55517,27956
34,105,31886,41143
40,73,61702,17187
46,77,37394,40846
25,29,21808,45367
33,355,17913,13288
26,153,21536,38179
32,87,44306,48344
50,178,53111,34329
32,174,33992,49468
26,605,39922,19215
34,638,39489,39215
31,89,13682,27472
34,121,19802,14159
31,216,38540,13479
26,83,60175,16296
42,317,59844,19725
26,184,19140,48709
27,161,43770,43717
30,301,36279,14448
50,276,60082,41422
55,182,39072,26024
50,139,69945,8947
52,87,12214,19476
36,377,20253,21890
29,211,27252,48803
36,357,21725,37965
26,119,55860,42527
25,264,62423,16534
45,165,67363,14794
28,148,32949,7969
31,121,66545,33595
27,235,36095,13228
32,90,33107,16383
57,367,49847,39916
27,444,65211,40903
39,141,23378,11397
50,31,11746,39660
29,283,23071,39786
31,767,20388,33765
25,123,57492,16422
38,236,55195,5469
38,936,50732,49090
49,85,36222,12710
53,104,38931,26038
35,71,67072,12739
32,525,41553,7395
30,324,21123,11239
28,525,16842,10913
33,238,31213,30096
33,563,51310,28090
25,217,13129,40629
25,433,23420,6432
32,52,25387,5904
25,149,10913,36346
31,357,15145,33287
42,140,44831,15167
45,171,17021,24956
52,154,34461,47250
26,219,45520,13981
40,1449,12783,33751
29,251,44441,10932
31,544,50543,25676
53,232,11406,37522
36,920,32143,11047
56,79,50325,16952
48,103,32327,11284
32,833,50707,37670
27,97,19469,20470
26,205,18697,21214
31,360,46139,31309
35,344,39752,31436
56,204,32380,47400
34,156,58159,12593
39,213,26224,6462
31,153,36915,38476
49,29,23748,5212
42,15,16310,12623
41,38,20289,48586
37,654,65966,24236
51,1254,59983,17163
39,139,67729,27462
41,81,35967,30385
53,597,10645,32655
32,228,27494,19835
50,763,65617,15446
25,2203,50415,48863
45,61,63073,22478
61,99,36770,49444
51,85,15873,46717
33,187,28967,19612
25,188,48024,26765
23,298,33044,39781
35,113,25688,27625
29,201,69432,33321
42,264,23604,21740
32,23,62155,41369
37,42,67590,28077
38,180,59164,29562
41,95,22916,10080
40,69,49627,37375
32,324,37272,30380
50,144,17059,11812
27,298,18253,42671
36,1224,40923,17347
45,173,13756,34315
35,134,53622,40013
30,245,10055,48884
36,121,61890,33520
26,49,16384,39141
26,606,54498,10044
32,489,18838,25369
29,184,60404,32700
26,106,26560,16513
46,91,64172,29911
39,249,68098,40883
46,92,56209,11786
27,404,57817,34557
32,135,42568,41417
48,37,63990,6555
42,141,46237,29844
32,117,40798,34734
23,174,63526,32450
35,60,34099,16653
59,235,30620,15297
27,285,19831,38538
53,112,53559,42416
50,99,20813,15785
41,132,58545,22050
52,208,16666,21781
36,135,61302,9158
27,179,63621,9716
38,126,24187,17971
25,329,34400,48232
29,126,24438,37111
51,119,24731,30059
29,209,27650,24502
45,192,13520,21249
56,341,68095,15097
47,17,31276,29889
28,167,64534,49204
39,52,45552,25906
53,152,28522,38594
28,84,69768,23359
45,341,61434,47674
36,244,42699,18191
36,423,48832,32787
47,65,17567,39489
40,170,19748,42796
31,87,30160,18858
36,227,56991,16903
44,34,59406,12366
24,169,36671,32153
45,46,62518,42126
54,39,38117,21303
35,282,15008,9046
49,112,21900,24667
38,36,16973,8249
55,69,14405,21779
27,299,33141,16375
54,80,64011,24054
25,729,20627,21205
40,389,53102,41784
40,229,48844,45998
47,624,13032,43842
46,165,30296,21698
46,216,19426,49469
52,122,42805,7612
30,201,15309,13315
39,172,27362,44639
54,79,52304,49123
36,702,68034,48830
33,112,28603,46906
37,65,68334,35620
59,361,33046,13246
37,140,59918,39643
38,382,41033,9518
33,128,39055,42428
34,175,17131,44508
38,147,18757,17150
42,292,49585,12926
27,235,30342,40768
22,156,47666,17680
26,570,14924,14636
51,399,47328,36506
51,222,30325,16815
40,243,41883,22755
35,74,68954,26345
54,243,35422,11626
43,88,59258,37161
36,38,13618,5346
45,379,47662,38881
32,178,13987,38123
39,27,21405,28981
36,80,33050,18642
44,75,31061,18322
37,65,40954,13546
37,168,23046,7831
36,179,35546,25783
46,49,16690,5637
58,25,58626,41518
34,221,60028,30032
45,484,32118,46915
43,119,46385,49577
34,773,59303,38091
45,135,55166,40402
23,169,65025,19965
33,104,18786,27162
45,870,26549,25276
26,400,16540,37304
52,112,51083,44617
34,283,13942,22177
31,56,13696,47399
31,224,11532,21838
54,172,25566,13457
35,636,59053,6925
53,40,13144,31940
37,63,54229,43192
34,396,50309,11112
49,487,21064,28740
55,221,68157,30387
30,116,14578,14801
30,400,43239,15863
45,222,49827,49501
35,78,68396,33784
35,92,66725,6111
52,48,39092,36559
35,97,55135,35117
58,69,19105,20918
48,333,58268,6531
28,78,44215,24253
24,131,54095,48789
32,155,35308,30259
40,397,21616,24893
41,41,42705,44362
46,93,21053,23945
29,133,50473,27214
46,57,56719,36360
36,21,20890,46522
32,47,51514,16116
48,89,26735,23507
41,163,45214,14222
50,86,46087,11891
41,142,25839,30878
28,492,56151,11844
41,327,37253,44130
30,189,52724,39506
42,812,27209,29563
52,73,16907,43938
46,428,67929,35149
41,41,63460,16576
23,202,60708,41809
28,169,61308,12563
33,271,31622,14099
45,232,27121,49603
38,305,68502,28948
44,175,37961,26134
30,67,34267,18607
26,81,54396,21950
57,647,64326,47959
52,910,45428,32316
30,65,46107,10015
35,21,12535,20437
58,292,42657,42118
46,1446,21032,8299
26,463,48927,13685
52,60,50627,12493
48,141,61964,28375
45,60,31715,37246
49,1149,17472,40841
58,179,69289,36917
31,166,43545,31073
41,67,67987,6524
27,263,50189,33586
43,133,28801,6948
33,124,69676,23370
40,331,48987,47894
36,174,68258,35732
58,190,59433,25470
43,409,66304,19329
31,145,52814,16772
32,139,48180,7164
59,247,35015,14208
38,90,68901,28513
30,52,59959,47625
40,170,41908,32586
45,100,19354,7504
46,70,27828,47020
41,89,23544,16315
31,91,59907,24094
31,47,58880,25275
41,52,42303,6997
39,81,37501,46410
30,39,36054,5761
49,225,11801,12684
56,36,36891,35877
43,287,44550,42903
53,627,65340,27633
29,83,19203,21484
37,106,45621,5013
52,166,25544,22891
45,264,60682,8481
57,72,41527,32241
57,452,63173,30547
36,22,32762,41790
36,272,56147,11082
50,152,39632,14122
40,85,35531,32783
39,247,57318,16688
28,508,39630,28397
40,315,32628,23334
28,109,12816,17845
39,414,36254,45403
32,107,56326,45745
37,218,66974,42108
49,285,43252,16681
49,290,64825,19205
40,257,53742,30182
57,267,49906,17653
42,150,38976,18389
41,21,62056,46396
53,108,45895,21393
44,153,37053,8179
47,202,31428,30055
56,60,54331,12473
40,265,47347,41068
31,590,15509,39088
45,126,25230,42033
56,48,32049,45146
49,234,60211,13602
29,53,23044,33533
39,370,33810,28104
38,419,39845,39847
58,355,57003,13955
37,280,39736,26251
50,80,35744,15416
59,222,34102,5804
59,251,64274,27581
35,117,67285,9108
31,237,50334,37667
41,636,11087,41281
55,147,53905,47156
41,83,17425,35949
42,164,29449,5034
47,103,61577,35700
42,280,45154,20073
28,118,63890,14626
54,80,52459,8363
32,127,66305,46829
59,701,45554,40063
35,160,61372,38797
31,57,25184,49868
39,227,42938,48338
41,115,52494,23434
36,267,52916,35574
34,761,13488,14123
39,1053,11406,14287
54,594,42921,37783
44,471,27475,25797
44,227,61775,5328
44,113,57328,45056
31,447,57722,10566
56,215,33449,30371
31,185,44640,37328
33,169,35463,16656
44,18,37663,9385
47,23,51804,27659
37,27,62465,38930
41,348,52373,39188
27,64,41174,46711
49,57,13781,43424
46,71,66657,28503
42,168,13430,44817
37,581,17996,24636
46,346,16845,33630
46,99,13797,26348
41,237,56342,39026
37,52,13829,38797
49,27,60558,11931
34,511,45096,34580
37,201,15279,24707
29,170,10964,25534
26,61,10843,30199
31,256,45176,38222
50,87,49492,38287
55,137,30174,38343
40,245,67616,37525
50,1005,24225,41309
52,20,43388,47793
39,387,23387,16104
31,690,49107,32291
39,1084,69659,45478
38,140,64052,16857
38,400,33932,32987
60,190,61966,24479
34,432,68054,22551
37,82,14483,36434
32,19,37746,17510
48,94,25975,15456
42,34,19101,28781
29,586,67905,26691
31,983,15288,12345
40,221,45478,30506
40,563,48359,22928
31,741,60624,18996
58,40,69836,47026
40,85,69039,10546
48,313,48160,46539
34,128,16173,34808
41,163,14899,7735
36,21,11534,41448
41,17,44135,11624
37,59,54972,13221
33,49,43551,34592
38,138,16439,42748
38,197,41083,6682
36,622,58725,9150
34,339,43350,43583
45,91,56314,42996
43,175,31657,35105
31,817,42540,30956
52,423,49596,36255
35,181,58316,10673
47,49,49802,31681
26,181,21339,7832
35,77,68742,18768
57,318,53158,30343
50,158,23922,37722
43,189,45134,32026
41,127,45523,27250
47,86,37266,20895
48,63,49529,9579
45,517,22378,12367
30,420,28633,47156
45,333,10711,27920
34,26,21497,19880
56,57,13093,38174
36,127,28181,33065
45,272,58168,16507
31,105,23097,41393
40,101,60532,12876
41,152,54597,26154
32,97,66762,25546
52,92,56857,25981
39,337,26886,10808
47,955,12443,10941
29,1018,22009,23292
46,90,26573,11967
34,729,64336,18204
35,159,37677,16575
30,330,68907,28266
31,130,17769,11953
37,94,36800,47209
40,314,51006,5452
47,74,65055,16981
43,193,14598,13006
30,53,43936,39724
41,231,30185,12822
46,353,45893,41855
32,805,28032,33476
47,19,43899,39161
32,131,37429,23550
37,102,16925,33931
27,869,14629,7919
39,65,12788,38650
56,150,19849,31953
39,91,22202,26057
35,144,57045,35762
36,115,19923,25223
49,460,30249,37689
40,561,46601,43558
34,884,61240,28369
51,93,26682,20426
38,989,49717,29174
37,209,67714,19363
51,295,59517,39617
34,319,64296,21116
47,323,12133,15945
38,70,23555,9454
43,110,21417,45310
46,162,63378,42269
38,67,62362,28270
25,18,56575,8979
37,221,65338,35316
46,138,29978,45600
52,60,39585,6350
34,17,31412,11728
37,214,56940,37761
40,650,52587,48598
27,75,40395,9952
43,246,52492,37009
29,718,32528,17583
45,108,10294,27514
36,394,19681,9510
30,27,51012,30489
48,1011,69163,39157
41,204,43901,7662
42,160,26847,9072
37,222,60621,43717
48,240,58170,24393
38,54,34159,35797
41,131,37789,21596
35,18,20818,46283
39,31,60927,21954
45,474,33317,27966
23,173,42540,19523
42,87,46227,37459
31,67,65909,27880
43,246,69770,10173
25,128,59347,35654
36,285,49953,36475
46,69,24633,9361
57,451,49573,16385
41,96,22276,48690
44,172,69472,17526
53,939,67255,38449
46,234,31751,17574
29,240,49299,15112
45,210,54920,24196
42,175,33209,43912
50,182,50775,42558
44,124,22408,17614
32,372,69874,20216
32,406,50796,17417
35,463,40464,39536
30,24,20762,16377
30,127,64452,35459
30,105,11776,28912
31,130,53835,34689
50,42,42572,48041
36,178,23591,14851
48,94,18720,6785
36,82,64085,11152
50,144,64080,43778
47,1072,44762,10658
54,40,21770,16784
33,164,19334,36659
41,190,13009,26944
35,582,43169,33940
33,261,46096,15337
44,215,46273,12289
38,278,62285,47608
46,116,26432,10773
35,188,61508,45475
39,554,47299,42999
33,432,39841,42175
60,118,54084,28216
36,193,27512,36560
54,63,61058,29176
35,246,51187,48630
32,143,68637,36168
30,361,21874,5519
34,453,50237,18789
54,249,58319,48565
50,219,28043,7757
41,126,15863,48580
54,552,49872,43080
44,447,47106,26965
31,339,18525,42858
38,220,36628,26551
53,373,17657,41028
37,26,61345,13434
49,79,62726,32865
45,339,29646,19462
40,18,40084,37638
50,91,18510,33908
41,513,10420,28075
56,84,68268,34148
43,404,33754,34348
34,186,56198,43956
54,123,63887,12029
57,351,26223,36113
58,78,24954,17084
54,399,28643,46151
42,60,26419,46316
47,72,50548,25330
31,19,64001,18157
48,334,50207,43070
36,49,27159,23523
39,50,56823,47563
27,106,31000,11796
33,248,31857,46537
30,101,21554,26408
50,114,68241,18902
50,414,47433,26917
41,266,16824,8178
26,363,64644,38358
51,246,44266,49827
32,431,34368,37337
44,110,17313,9631
44,113,15630,13205
39,237,63686,47168
56,1276,42734,19023
35,1114,54455,22786
40,161,23049,34063
41,189,26605,38380
29,29,67080,18689
48,329,47873,44980
33,420,49524,9930
31,672,50742,14201
52,381,10577,39294
58,80,20956,31211
45,194,29739,9805
34,1994,32762,11772
35,183,57601,42223
32,250,44264,23103
50,81,10300,6874
53,223,30538,12956
45,172,40485,29981
36,100,16016,5115
52,188,66410,43091
41,320,47961,6400
50,64,24031,37117
57,83,42257,42233
34,122,40572,28773
30,51,42429,41019
33,330,62089,42684
53,164,26986,30126
35,272,19037,11806
34,120,53529,44662
41,307,37538,45549
39,377,24425,11227
55,315,19034,19025
42,24,45363,46737
40,386,61236,39982
30,56,57255,37786
56,79,20912,17493
41,30,38452,29891
32,182,28164,43823
35,358,32244,49907
42,42,47015,13461
28,227,56044,34073
52,29,47835,10233
38,52,67890,15504
35,360,29472,12252
58,136,69681,8337
35,106,33479,16388
39,141,44609,18169
37,28,51260,27746
33,862,38739,33352
40,97,50704,28422
35,107,68436,28644
42,94,11844,37360
26,168,39818,33952
47,44,68977,35817
28,260,35722,26624
38,460,24670,29958
35,712,27352,43598
36,1567,44496,19303
35,78,38857,26015
28,262,38696,19781
43,84,64739,20857
38,173,12128,5681
44,175,44829,19118
42,29,34794,23721
35,968,49607,5493
32,219,49952,11997
41,220,48403,30608
32,642,37764,21424
30,71,34228,30479
35,238,46294,49740
52,60,16679,21953
48,165,12702,7404
35,133,21284,47457
44,45,61718,43929
33,136,30918,34936
47,136,20968,14923
30,40,42457,8614
47,383,19065,36091
46,464,39997,21991
43,37,66347,42167
54,189,12040,8967
33,78,38789,38922
40,176,50236,44462
40,181,27506,24447
46,193,59756,26425
31,118,29762,8808
36,217,32427,7750
46,86,21524,36233
48,52,28694,5689
30,185,43249,40330
50,442,68153,41079
40,554,44569,42141
58,247,59653,40226
58,250,58438,24536
48,800,17725,29265
43,216,16545,33398
27,46,47314,10582
51,434,34184,14906
39,250,64220,19353
35,230,28976,33845
42,516,65720,17077
58,153,24958,8605
34,78,34443,38377
44,1041,24026,22311
40,66,10477,47775
51,527,68138,37466
42,100,32646,22339
51,308,59753,40209
48,467,20060,10501
47,341,33812,34834
46,1288,10114,18291
34,178,46422,27602
31,163,58121,45100
37,172,29086,44440
58,301,15880,25231
37,140,48835,39880
35,311,63666,48009
39,212,26953,18831
45,264,32787,8503
41,326,60162,44162
29,319,47517,11830
33,186,53069,26277
46,473,26647,41888
40,274,48619,9989
34,152,59997,44364
51,18,27104,27700
45,13,40277,7636
41,639,50204,9377
47,2653,65704,45994
31,129,14006,28412
34,426,22126,5363
57,229,69974,39225
37,460,26074,45956
36,154,56864,40550
47,252,55634,30221
32,292,17727,9043
43,44,56910,44263
48,384,18475,26694
31,213,21470,36450
34,94,63048,11272
31,72,62466,26432
44,36,24666,39401
37,316,54787,36144
49,217,24631,31647
32,180,26779,46671
32,562,17438,39148
31,422,52914,43062
42,198,49001,32516
29,17,63387,23699
46,174,29843,28465
55,95,38204,9418
45,261,62472,44252
38,144,42201,12183
53,122,63048,31431
38,59,55049,41897
29,334,53459,49500
30,49,44891,35412
34,165,43682,35826
57,59,61712,33007
29,103,52802,11625
49,190,58760,35458
27,187,37319,48604
46,286,53330,44851
28,167,55087,21051
36,52,21557,29550
46,197,31773,31609
37,262,37954,28545
56,168,18438,39191
38,430,59968,18043
33,100,45220,5814
40,48,14490,46744
33,350,32701,21302
39,30,60192,5892
42,213,24840,38937
44,371,48292,8542
43,207,49911,37502
32,24,67740,33559
41,204,59896,33843
38,36,37724,31147
37,139,62142,47947
55,92,48314,31224
42,322,61601,18934
40,420,36802,23273
40,65,30425,40129
56,143,11227,48643
38,102,34873,39572
38,58,68140,5861
44,545,35573,34812
37,190,42857,49228
40,85,58099,46363
41,1085,16214,21362
38,514,40591,43865
27,471,45156,26464
41,94,37873,17805
35,159,63962,39959
39,38,37844,6414
34,191,59177,40613
34,10,45132,39171
53,1330,62998,22787
45,48,19751,44027
34,236,40627,16168
47,503,16504,45788
31,108,58366,22837
39,47,19777,38243
35,319,63763,14663
37,42,22827,23568
41,143,64579,27399
34,82,33501,7900
35,248,52165,20613
43,461,18253,43701
50,313,19612,43469
36,86,23528,18281
38,197,40191,15666
53,80,26674,46266
28,113,25918,5345
35,613,64733,9412
41,201,51048,9158
33,1271,38022,32593
37,155,17221,12696
35,466,30363,17848
31,298,60998,19637
51,119,38351,31349
51,114,17631,34254
50,306,41789,24683
60,162,45383,20072
28,419,24254,18731
34,85,46768,40741
52,73,40972,49221
56,49,19275,38097
42,298,64953,10816
39,250,51089,23807
39,92,30940,27128
47,143,61062,47164
49,151,64105,15386
56,21,43611,36042
46,354,68917,19453
53,63,12056,36383
38,56,26539,43609
36,354,53521,10773
33,161,40983,49130
33,113,44523,14031
34,176,19810,6968
54,431,53183,8064
47,63,69328,46543
36,164,18000,30430
35,81,44384,6619
39,136,46288,28447
31,303,48015,27246
30,158,51608,15019
34,651,35849,26817
39,118,66152,11368
41,280,30179,10592
41,145,18345,13520
29,39,11266,47286
50,82,23019,24666
36,355,20824,21711
43,151,35806,37046
31,59,48872,8483
35,34,48857,31072
49,190,63296,28088
45,124,40066,6074
33,342,12390,39653
41,72,61995,18786
42,207,15057,35519
41,128,54344,44128
43,304,46561,41829
40,42,31189,34313
40,27,60041,13828
39,396,26168,46406
42,520,14545,29860
38,188,17098,22059
32,93,36632,5861
43,70,24652,34318
38,95,41027,17743
34,392,31064,9247
44,25,47515,30652
48,246,15973,18691
34,94,25739,49207
35,197,43297,44232
25,446,36831,38523
51,145,18719,17175
31,100,17533,13698
29,252,49477,45780
27,100,20316,43835
55,1469,34116,32009
47,37,36878,35501
27,112,22838,38487
41,235,14551,41491
54,28,35424,11321
54,34,39442,43159
32,121,10013,19334
29,145,41006,22393
42,61,35847,18540
32,82,25926,5711
47,61,54752,41254
25,152,38061,9471
40,606,18993,43903
34,288,28095,33725
33,135,33072,40526
40,685,15479,38263
37,50,57072,11459
37,119,57601,37439
52,160,63584,6745
39,23,15430,30544
43,222,69997,37668
39,122,44774,46962
30,75,30008,42354
35,103,18371,14542
39,383,34140,46141
38,111,25949,32070
42,26,42985,9788
42,174,42105,48139
51,183,53176,37593
36,61,41656,5497
42,59,54890,7074
58,33,10240,8828
38,31,14850,18067
25,109,56915,5941
32,19,35956,17750
49,68,50721,42530
46,243,44651,7193
42,491,44339,29055
59,127,12108,48951
