,Cust_ID,Age,duration,Min_balance,spend_per_month,job,marital,education,dbscan_labels
10226,11854,27,137,1420,22299,blue-collar,single,basic.9y,2
10227,11855,25,185,55234,7492,services,single,professional.course,0
10228,11856,34,130,1130,20096,unemployed,divorced,university.degree,4
10229,11857,26,75,3331,21073,blue-collar,single,basic.4y,2
10230,11858,28,156,47882,29482,admin.,single,university.degree,0
10231,11859,36,128,3303,18859,services,married,high.school,1
10232,11860,35,394,69050,20369,technician,single,professional.course,0
10233,11861,40,116,3694,14402,blue-collar,single,basic.9y,2
10234,11862,28,262,59001,24288,technician,single,university.degree,0
10235,11863,34,37,68672,49386,services,married,basic.9y,0
10236,11864,27,72,59360,40280,blue-collar,married,basic.4y,0
10237,11865,31,417,54333,40567,services,married,high.school,0
10238,11866,35,1528,47337,41779,technician,married,professional.course,0
10239,11867,56,154,50759,20066,management,married,university.degree,0
10240,11868,31,533,50514,28532,services,single,basic.6y,0
10241,11869,41,122,63468,17306,blue-collar,divorced,basic.4y,0
10242,11870,58,23,67342,22819,blue-collar,married,basic.4y,0
10243,11871,38,82,61456,5960,blue-collar,married,basic.6y,0
10244,11872,47,55,59614,32162,services,married,high.school,0
10245,11873,40,42,2296,19099,blue-collar,married,basic.4y,1
10246,11874,42,39,2366,11053,retired,married,high.school,1
10247,11875,29,35,1110,11246,services,married,high.school,1
10248,11876,25,106,389,18441,admin.,single,high.school,2
10249,11877,40,52,3241,20009,technician,married,professional.course,1
10250,11878,47,551,42554,30541,services,married,high.school,0
10251,11879,56,367,54980,27625,retired,married,high.school,0
10252,11880,32,220,42503,15624,blue-collar,married,high.school,0
10253,11881,34,43,3418,11258,blue-collar,married,basic.6y,1
10254,11882,22,77,3325,22781,self-employed,married,professional.course,1
10255,11883,43,173,42362,34505,blue-collar,married,basic.4y,0
10256,11884,37,91,2900,12660,admin.,married,high.school,1
10257,11885,41,199,63830,43233,admin.,divorced,high.school,0
10258,11886,23,94,68620,45668,blue-collar,married,professional.course,0
10259,11888,36,142,54186,32535,services,single,high.school,0
10260,11890,35,417,48115,8922,technician,married,professional.course,0
10261,11891,43,192,51541,15260,blue-collar,married,basic.6y,0
10262,11892,32,443,69657,25652,services,married,high.school,0
10263,11893,24,137,1040,13214,services,married,basic.9y,1
10264,11894,43,1487,45897,27865,self-employed,married,university.degree,0
10265,11895,37,62,68,19621,retired,single,basic.4y,2
10266,11896,25,83,3431,17517,admin.,single,high.school,2
10267,11897,24,37,1533,16910,admin.,married,high.school,1
10268,11898,33,56,2103,18048,admin.,married,high.school,1
10269,11899,42,104,66424,37027,admin.,divorced,university.degree,0
10270,11900,28,125,600,12430,entrepreneur,single,professional.course,3
10271,11901,21,68,1867,21775,management,married,university.degree,1
10272,11902,29,50,3054,19185,admin.,divorced,university.degree,4
10273,11903,32,156,60924,39557,admin.,married,high.school,0
10274,11904,32,103,47148,36549,admin.,married,high.school,0
10275,11905,51,269,59412,45206,services,married,high.school,0
10276,11906,39,187,59122,16489,blue-collar,divorced,basic.9y,0
10277,11907,24,113,140,21925,blue-collar,married,basic.9y,1
10278,11908,43,1540,46219,21043,blue-collar,married,basic.6y,0
10279,11909,39,310,66012,8934,blue-collar,divorced,basic.9y,0
10280,11910,41,147,63829,28979,services,married,basic.9y,0
10281,11911,34,129,67847,27435,admin.,single,high.school,0
10282,11912,35,113,2686,12845,admin.,married,high.school,1
10283,11913,34,109,1931,23750,services,single,high.school,2
10284,11914,34,71,1494,13368,housemaid,divorced,basic.4y,4
10285,11915,30,27,1854,23959,blue-collar,married,basic.9y,1
10286,11916,28,135,361,14589,housemaid,married,basic.4y,1
10287,11917,29,973,59121,19003,management,married,university.degree,0
10288,11918,56,36,52623,45072,blue-collar,married,basic.4y,0
10289,11919,28,139,40,20289,blue-collar,divorced,basic.4y,4
10290,11920,31,132,69045,19979,admin.,married,high.school,0
10291,11921,34,1009,54385,11619,blue-collar,married,professional.course,0
10292,11922,27,55,52660,13887,technician,married,university.degree,0
10293,11923,31,105,63470,44816,admin.,married,high.school,0
10294,11925,28,96,3971,15464,admin.,single,university.degree,3
10295,11926,28,466,58487,45993,management,single,basic.9y,0
10296,11927,25,46,3930,23339,blue-collar,married,basic.4y,1
10297,11928,25,227,60871,38076,services,married,high.school,0
10298,11929,39,65,59848,14303,technician,married,professional.course,0
10299,11930,28,387,48089,39259,blue-collar,married,basic.9y,0
10300,11931,33,379,54057,12306,admin.,married,university.degree,0
10301,11932,23,122,2728,23160,technician,married,professional.course,1
10302,11933,35,72,2893,17485,management,single,basic.4y,2
10303,11934,44,104,927,18889,management,married,university.degree,1
10304,11935,51,567,53238,35963,management,married,university.degree,0
10305,11936,26,80,1551,14580,blue-collar,married,basic.9y,1
10306,11937,34,141,1929,21731,blue-collar,single,basic.4y,2
10307,11938,24,476,52187,11425,blue-collar,single,basic.4y,0
10308,11940,44,137,759,15810,services,single,high.school,2
10309,11941,34,74,54600,8520,blue-collar,married,basic.9y,0
10310,11942,31,117,1232,13483,blue-collar,married,basic.9y,1
10311,11943,29,26,56459,45649,self-employed,married,professional.course,0
10312,11944,29,27,56961,28767,blue-collar,married,basic.9y,0
10313,11945,29,632,58200,48933,self-employed,married,professional.course,0
10314,11946,32,316,63529,21140,blue-collar,married,basic.6y,0
10315,11947,40,64,1745,18223,blue-collar,married,basic.6y,1
10316,11948,32,52,62717,42721,admin.,single,university.degree,0
10317,11949,22,40,3415,20279,blue-collar,single,university.degree,3
10318,11951,23,69,2775,22093,technician,single,university.degree,3
10319,11952,36,81,53515,41628,blue-collar,married,basic.9y,0
10320,11953,55,58,59780,25770,management,single,basic.4y,0
10321,11954,44,104,584,12447,admin.,single,high.school,2
10322,11955,27,119,328,13448,blue-collar,married,basic.4y,1
10323,11956,24,221,44782,26207,services,single,high.school,0
10324,11957,26,102,768,23017,services,single,high.school,2
10325,11958,24,29,2267,24078,blue-collar,married,basic.4y,1
10326,11959,38,146,40709,5318,blue-collar,married,basic.4y,0
10327,11960,31,121,698,22580,admin.,married,university.degree,1
10328,11961,41,324,66426,25567,services,married,basic.9y,0
10329,11962,25,40,3914,19325,entrepreneur,single,professional.course,3
10330,11964,28,392,46742,35006,admin.,married,university.degree,0
10331,11965,23,112,3579,19628,unemployed,married,basic.9y,1
10332,11966,57,101,56139,5380,housemaid,married,basic.4y,0
10333,11967,33,577,52742,11221,services,married,basic.4y,0
10334,11968,45,93,1304,14696,blue-collar,married,basic.4y,1
10335,11969,36,58,2652,21325,blue-collar,married,professional.course,1
10336,11970,28,29,863,22834,technician,single,university.degree,3
10337,11971,33,112,3347,12175,services,single,high.school,2
10338,11972,24,49,1427,24435,technician,married,professional.course,1
10339,11973,31,36,47500,5815,housemaid,married,professional.course,0
10340,11974,44,147,3600,19406,services,single,high.school,2
10341,11975,36,100,47242,45206,admin.,married,high.school,0
10342,11976,25,83,2181,13396,student,single,university.degree,3
10343,11977,26,105,62521,9084,technician,single,high.school,0
10344,11978,41,707,59747,22357,services,married,high.school,0
10345,11979,31,119,56224,19082,entrepreneur,divorced,high.school,0
10346,11980,28,695,69623,47137,management,married,university.degree,0
10347,11981,24,71,71,22818,blue-collar,divorced,basic.9y,4
10348,11982,36,55,260,12736,technician,single,professional.course,3
10349,11983,30,75,2189,12302,technician,divorced,professional.course,4
10350,11984,41,150,905,23090,management,married,basic.9y,1
10351,11985,27,35,1797,21360,management,married,university.degree,1
10352,11986,37,114,129,24172,unemployed,married,high.school,1
10353,11987,34,18,45032,32445,blue-collar,married,high.school,0
10354,11988,32,108,57074,19993,blue-collar,single,high.school,0
10355,11989,34,41,114,14637,entrepreneur,married,professional.course,1
10356,11990,32,90,3678,17271,retired,married,professional.course,1
10357,11991,48,78,63103,14630,technician,divorced,university.degree,0
10358,11992,30,121,3689,16461,self-employed,married,basic.9y,1
10359,11993,27,155,46474,43499,management,single,high.school,0
10360,11994,32,188,51418,24731,technician,married,professional.course,0
10361,11995,55,326,56309,39890,blue-collar,married,basic.4y,0
10362,11996,27,30,2688,14882,admin.,single,university.degree,3
10363,11997,39,62,46,24660,admin.,married,university.degree,1
10364,11998,25,99,46,19000,blue-collar,married,basic.4y,1
10365,11999,54,36,48569,18118,unemployed,married,high.school,0
10366,12000,52,18,63087,44374,blue-collar,divorced,high.school,0
10367,12001,55,89,49197,6308,management,single,basic.4y,0
10368,12002,38,359,44436,12900,blue-collar,married,basic.9y,0
10369,12003,38,144,739,12504,blue-collar,married,high.school,1
10370,12004,56,19,48830,39182,retired,married,basic.4y,0
10371,12005,29,82,3191,18479,services,married,basic.9y,1
10372,12006,31,146,42589,47658,services,married,high.school,0
10373,12008,35,150,1022,15471,blue-collar,married,basic.9y,1
10374,12009,35,32,1291,21645,services,single,high.school,2
10375,12010,46,156,64044,40778,entrepreneur,married,university.degree,0
10376,12011,31,69,3115,13134,management,divorced,university.degree,4
10377,12012,35,27,1899,17794,admin.,married,basic.6y,1
10378,12013,22,123,2728,14708,retired,married,basic.9y,1
10379,12014,24,37,57481,10806,technician,single,professional.course,0
10380,12015,44,61,58180,13862,admin.,single,high.school,0
10381,12016,43,793,59694,32461,blue-collar,married,basic.9y,0
10382,12017,31,704,50221,29611,blue-collar,married,basic.9y,0
10383,12018,41,96,1031,12854,technician,single,professional.course,3
10384,12019,33,61,48019,24447,blue-collar,married,basic.4y,0
10385,12020,23,65,1695,24524,admin.,married,basic.9y,1
10386,12022,35,399,51767,45424,admin.,divorced,university.degree,0
10387,12023,21,36,592,15234,entrepreneur,married,professional.course,1
10388,12024,25,121,57351,16998,blue-collar,married,basic.9y,0
10389,12025,26,84,45145,22114,technician,single,professional.course,0
10390,12026,35,48,2502,11400,blue-collar,married,basic.4y,1
10391,12027,43,125,3175,12451,entrepreneur,married,professional.course,1
10392,12028,43,48,65325,42417,management,married,high.school,0
10393,12029,29,129,64571,9108,technician,married,professional.course,0
10394,12030,50,242,54930,35032,management,married,university.degree,0
10395,12031,28,45,1244,17178,blue-collar,married,professional.course,1
10396,12032,45,37,54613,44588,technician,divorced,professional.course,0
10397,12034,39,117,981,20483,blue-collar,married,basic.4y,1
10398,12035,36,57,69383,44479,services,married,high.school,0
10399,12036,33,154,62081,12997,housemaid,married,high.school,0
10400,12037,33,77,53791,19329,entrepreneur,married,university.degree,0
10401,12038,35,91,2069,16643,blue-collar,married,basic.4y,1
10402,12039,33,313,57630,33100,blue-collar,married,basic.4y,0
10403,12040,28,54,2111,21284,management,divorced,university.degree,4
10404,12041,44,111,1231,23327,blue-collar,divorced,basic.9y,4
10405,12042,36,305,59835,37160,admin.,single,university.degree,0
10406,12043,37,133,1874,20761,services,single,high.school,2
10407,12044,31,146,2666,17732,technician,married,professional.course,1
10408,12045,38,42,1829,12311,blue-collar,married,high.school,1
10409,12046,51,99,44914,12267,management,married,high.school,0
10410,12047,28,771,42154,6337,management,married,university.degree,0
10411,12049,41,378,44512,38331,blue-collar,married,basic.9y,0
10412,12051,44,491,64347,39923,technician,married,high.school,0
10413,12052,43,51,3990,15841,retired,divorced,professional.course,4
10414,12053,40,37,2233,19600,services,married,high.school,1
10415,12054,49,135,49331,21579,admin.,married,high.school,0
10416,12055,36,626,46572,28885,blue-collar,married,high.school,0
10417,12056,51,16,55518,7289,management,married,university.degree,0
10418,12057,45,125,49052,36079,admin.,married,high.school,0
10419,12058,30,120,54688,6495,entrepreneur,married,high.school,0
10420,12059,46,16,43901,43833,admin.,married,basic.9y,0
10421,12060,23,145,940,17987,blue-collar,single,basic.9y,2
10422,12061,23,507,60762,9749,blue-collar,single,basic.9y,0
10423,12062,50,18,42355,23323,technician,married,professional.course,0
10424,12063,27,52,272,22756,admin.,single,high.school,2
10425,12064,38,55,1082,24111,admin.,single,high.school,2
10426,12065,47,15,45183,31219,blue-collar,married,basic.6y,0
10427,12066,52,23,62743,48313,blue-collar,married,basic.4y,0
10428,12067,28,110,3014,18383,self-employed,married,university.degree,1
10429,12068,34,144,2027,11228,admin.,single,university.degree,3
10430,12071,37,66,1167,17857,blue-collar,married,basic.6y,1
10431,12072,54,255,57738,18572,management,married,basic.6y,0
10432,12073,35,55,56573,13275,admin.,married,high.school,0
10433,12074,22,66,2493,11436,admin.,married,university.degree,1
10434,12075,47,161,69569,15684,services,married,high.school,0
10435,12076,60,340,53031,31277,retired,married,high.school,0
10436,12077,29,40,48525,16050,management,single,university.degree,0
10437,12078,49,156,43201,7471,technician,married,high.school,0
10438,12079,31,145,758,12111,retired,married,basic.4y,1
10439,12080,42,35,979,22599,admin.,married,high.school,1
10440,12081,28,604,40300,23635,student,single,high.school,0
10441,12082,26,69,1850,20968,admin.,married,university.degree,1
10442,12083,34,29,61734,39836,admin.,married,high.school,0
10443,12084,30,102,3042,13176,blue-collar,married,basic.9y,1
10444,12085,39,160,62333,45734,management,single,university.degree,0
10445,12086,40,136,47014,5649,admin.,single,university.degree,0
10446,12087,56,82,69188,15403,entrepreneur,married,university.degree,0
10447,12088,32,65,2153,18977,admin.,single,professional.course,3
10448,12089,21,129,3081,13473,admin.,married,basic.9y,1
10449,12090,58,147,43580,14449,entrepreneur,married,basic.4y,0
10450,12091,30,116,2305,14181,blue-collar,divorced,basic.9y,4
10451,12092,26,41,3897,19216,blue-collar,married,basic.6y,1
10452,12093,37,675,55403,25309,technician,single,high.school,0
10453,12094,34,45,1264,24516,admin.,single,university.degree,3
10454,12095,32,136,3452,12400,services,married,high.school,1
10455,12096,32,52,1445,21321,admin.,single,university.degree,3
10456,12097,41,43,2348,15795,technician,single,professional.course,3
10457,12098,22,128,3244,13979,student,single,basic.9y,2
10458,12099,32,37,68491,22198,technician,married,university.degree,0
10459,12100,36,142,1571,11691,blue-collar,married,basic.9y,1
10460,12101,33,150,2787,17222,student,single,university.degree,3
10461,12102,59,297,43552,6264,retired,married,basic.9y,0
10462,12103,47,593,59162,42890,management,divorced,university.degree,0
10463,12104,39,108,3905,24168,blue-collar,married,basic.4y,1
10464,12105,30,141,3670,18351,self-employed,married,high.school,1
10465,12106,42,108,43653,49529,blue-collar,married,basic.6y,0
10466,12107,42,56,649,14432,admin.,married,professional.course,1
10467,12108,46,45,54951,39361,blue-collar,divorced,basic.6y,0
10468,12109,27,240,52219,14959,admin.,married,university.degree,0
10469,12110,49,70,40737,21124,blue-collar,married,basic.9y,0
10470,12111,50,64,59378,45700,technician,married,professional.course,0
10471,12112,37,44,287,22059,services,married,high.school,1
10472,12113,27,96,3472,23879,technician,single,professional.course,3
10473,12114,47,149,48660,14946,admin.,divorced,high.school,0
10474,12115,33,135,1302,16281,blue-collar,married,basic.9y,1
10475,12117,30,67,2921,15721,admin.,married,professional.course,1
10476,12118,56,573,68657,10281,blue-collar,married,basic.4y,0
10477,12119,35,119,2878,15880,management,divorced,university.degree,4
10478,12120,42,141,2950,20973,admin.,married,university.degree,1
10479,12121,30,73,627,17042,self-employed,single,university.degree,3
10480,12122,35,34,62926,20170,blue-collar,married,basic.6y,0
10481,12123,22,106,1744,11211,self-employed,divorced,professional.course,4
10482,12124,47,1224,67380,11530,admin.,divorced,high.school,0
10483,12125,46,144,61665,36704,blue-collar,married,basic.6y,0
10484,12126,53,75,65090,12193,services,married,high.school,0
10485,12127,58,430,68097,38064,self-employed,divorced,professional.course,0
10486,12128,42,141,1083,14720,housemaid,single,high.school,2
10487,12129,22,31,1492,13733,services,married,high.school,1
10488,12130,45,132,878,16086,services,divorced,basic.9y,4
10489,12131,32,82,400,21585,blue-collar,married,basic.9y,1
10490,12132,47,252,56437,48992,admin.,married,professional.course,0
10491,12133,42,188,64696,34828,unemployed,married,high.school,0
10492,12134,25,103,2859,20329,services,married,high.school,1
10493,12135,39,132,3635,20845,retired,divorced,basic.4y,4
10494,12136,43,76,1539,19699,services,divorced,basic.9y,4
10495,12137,36,127,62174,48668,admin.,married,university.degree,0
10496,12138,51,22,42748,14689,technician,married,professional.course,0
10497,12139,42,129,3851,17569,unemployed,married,professional.course,1
10498,12140,30,61,1959,19759,technician,married,high.school,1
10499,12141,52,167,69298,17006,management,divorced,university.degree,0
10500,12142,22,41,2447,15190,admin.,married,university.degree,1
10501,12143,46,57,43172,20742,services,married,basic.9y,0
10502,12144,42,220,51659,32883,technician,single,high.school,0
10503,12145,35,140,60970,43518,self-employed,married,basic.4y,0
10504,12146,36,95,1258,21628,admin.,single,university.degree,3
10505,12147,43,53,399,14800,technician,single,professional.course,3
10506,12148,28,45,1581,11383,self-employed,single,high.school,2
10507,12149,26,123,1144,18131,blue-collar,married,basic.9y,1
10508,12150,35,161,53163,41500,admin.,married,university.degree,0
10509,12151,38,51,2189,16208,services,married,high.school,1
10510,12152,32,148,2339,12915,admin.,married,high.school,1
10511,12153,27,77,749,12040,management,married,basic.4y,1
10512,12154,35,291,52059,34220,admin.,married,high.school,0
10513,12155,22,86,2739,18768,admin.,single,high.school,2
10514,12156,29,136,2300,14247,technician,married,professional.course,1
10515,12157,29,110,2805,19957,admin.,married,basic.4y,1
10516,12158,58,327,52164,12462,retired,married,basic.4y,0
10517,12159,35,105,3641,12667,admin.,single,high.school,2
10518,12160,35,159,47327,29578,technician,married,professional.course,0
10519,12161,33,117,3117,14704,admin.,married,high.school,1
10520,12162,51,152,45542,48761,blue-collar,married,basic.4y,0
10521,12163,51,169,51548,37536,admin.,married,professional.course,0
10522,12164,35,48,1146,23321,technician,single,professional.course,3
10523,12165,29,89,286,19675,services,divorced,basic.6y,4
10524,12166,44,136,65524,42570,admin.,married,university.degree,0
10525,12167,29,121,1983,19287,admin.,married,high.school,1
10526,12168,29,45,2846,19841,admin.,married,basic.9y,1
10527,12169,33,201,43040,44199,technician,married,professional.course,0
10528,12170,41,142,56407,39148,admin.,married,university.degree,0
10529,12171,31,100,3883,23132,blue-collar,single,basic.6y,2
10530,12172,36,138,2957,20491,admin.,married,high.school,1
10531,12173,41,512,66965,48968,blue-collar,married,basic.9y,0
10532,12174,45,810,45844,28435,housemaid,married,professional.course,0
10533,12175,26,56,3108,20835,services,married,basic.6y,1
10534,12176,23,89,1706,19236,technician,single,professional.course,3
10535,12178,43,145,51750,42688,admin.,married,university.degree,0
10536,12179,35,196,60238,16115,blue-collar,married,basic.9y,0
10537,12180,28,134,1645,14194,blue-collar,single,basic.4y,2
10538,12181,47,252,42458,45509,admin.,married,university.degree,0
10539,12182,39,26,66169,5950,management,married,basic.4y,0
10540,12183,34,335,57650,10830,blue-collar,married,basic.9y,0
10541,12184,46,89,44014,24036,blue-collar,married,basic.4y,0
10542,12185,44,108,2845,23917,blue-collar,married,basic.4y,1
10543,12186,38,25,683,23559,entrepreneur,married,university.degree,1
10544,12187,54,361,47132,7194,admin.,married,high.school,0
10545,12188,23,109,3688,20609,entrepreneur,married,basic.9y,1
10546,12189,36,221,68314,25766,management,divorced,university.degree,0
10547,12190,41,84,66593,18263,blue-collar,married,basic.4y,0
10548,12192,28,65,1525,22095,technician,single,university.degree,3
10549,12194,33,254,58517,42474,services,married,university.degree,0
10550,12195,34,97,196,15808,blue-collar,married,basic.4y,1
10551,12196,30,27,2167,19538,blue-collar,married,basic.9y,1
10552,12197,38,149,65524,44833,blue-collar,married,basic.4y,0
10553,12198,26,141,3881,21486,technician,married,professional.course,1
10554,12199,38,77,438,20942,services,married,high.school,1
10555,12200,39,207,40315,44065,blue-collar,married,basic.9y,0
10556,12201,41,83,52318,13208,blue-collar,married,basic.9y,0
10557,12202,41,289,53068,15165,admin.,divorced,high.school,0
10558,12203,42,143,56976,35982,entrepreneur,married,basic.9y,0
10559,12205,44,58,3271,11864,unemployed,married,high.school,1
10560,12206,34,191,42776,11060,admin.,single,high.school,0
10561,12207,28,71,3975,19350,admin.,divorced,high.school,4
10562,12208,43,487,56310,23331,technician,married,basic.9y,0
10563,12209,30,85,3823,11344,services,married,high.school,1
10564,12211,24,67,1491,17624,blue-collar,married,basic.4y,1
10565,12212,57,253,66637,7814,admin.,married,university.degree,0
10566,12213,47,786,41947,45407,blue-collar,married,basic.6y,0
10567,12215,40,136,52490,32662,management,married,university.degree,0
10568,12216,30,162,50724,44550,admin.,married,high.school,0
10569,12217,40,115,2441,17484,management,married,university.degree,1
10570,12218,33,71,3363,21930,unemployed,married,professional.course,1
10571,12219,36,177,51594,28684,admin.,married,high.school,0
10572,12220,38,252,57880,14191,technician,divorced,professional.course,0
10573,12221,43,57,2389,14317,retired,divorced,professional.course,4
10574,12222,43,52,47825,38024,unemployed,married,professional.course,0
10575,12223,40,102,1296,24627,technician,single,high.school,2
10576,12224,31,217,45217,22191,blue-collar,married,basic.9y,0
10577,12225,29,145,53520,5479,student,married,high.school,0
10578,12226,25,45,3553,22365,technician,married,professional.course,1
10579,12227,57,61,48501,44298,services,married,high.school,0
10580,12229,35,73,494,23535,technician,married,high.school,1
10581,12230,28,64,1016,21449,admin.,single,high.school,2
10582,12231,29,1318,65162,17021,blue-collar,single,high.school,0
10583,12232,32,44,2302,24596,services,single,high.school,2
10584,12233,47,282,63610,26888,management,married,basic.9y,0
10585,12234,26,38,2696,14622,blue-collar,married,basic.6y,1
10586,12235,24,62,1283,18875,technician,divorced,university.degree,4
10587,12236,27,146,2329,22488,retired,divorced,basic.4y,4
10588,12237,29,63,47817,32302,admin.,single,high.school,0
10589,12238,43,176,44491,23853,technician,married,basic.9y,0
10590,12239,36,67,42849,31604,blue-collar,married,basic.9y,0
10591,12240,38,605,65020,5459,admin.,married,high.school,0
10592,12241,27,75,65021,45283,blue-collar,married,basic.6y,0
10593,12242,38,1411,54674,41149,admin.,married,high.school,0
10594,12243,52,83,67026,7732,services,divorced,high.school,0
10595,12244,45,112,2205,17754,services,divorced,high.school,4
10596,12245,38,2028,53084,46973,admin.,married,high.school,0
10597,12246,39,75,183,21982,blue-collar,married,basic.6y,1
10598,12247,39,453,49553,10729,blue-collar,married,basic.6y,0
10599,12248,28,419,45458,37077,blue-collar,married,high.school,0
10600,12249,32,66,2434,21790,technician,married,university.degree,1
10601,12250,36,138,2381,20970,admin.,married,university.degree,1
10602,12251,49,21,47959,44335,management,married,university.degree,0
10603,12252,40,40,68807,7585,services,married,high.school,0
10604,12253,33,75,336,16145,technician,single,professional.course,3
10605,12254,25,107,1353,15013,management,single,high.school,2
10606,12255,38,55,66783,11705,unemployed,married,basic.4y,0
10607,12256,31,952,59190,7080,admin.,married,high.school,0
10608,12257,36,207,44310,29357,blue-collar,single,basic.9y,0
10609,12258,37,142,3939,16474,admin.,married,basic.9y,1
10610,12259,35,318,63099,7609,admin.,divorced,university.degree,0
10611,12260,37,232,59997,41352,blue-collar,divorced,basic.9y,0
10612,12261,57,76,59266,19703,retired,married,basic.4y,0
10613,12262,35,153,60556,48190,blue-collar,married,high.school,0
10614,12263,41,28,2377,13239,technician,married,high.school,1
10615,12264,36,97,52492,47786,blue-collar,married,basic.4y,0
10616,12265,49,216,46688,20312,management,married,university.degree,0
10617,12266,38,142,66447,32437,admin.,married,university.degree,0
10618,12267,24,104,396,17732,admin.,single,high.school,2
10619,12268,34,280,67668,47207,blue-collar,married,professional.course,0
10620,12269,32,78,1313,12401,blue-collar,married,basic.4y,1
10621,12270,39,34,594,16219,blue-collar,single,basic.9y,2
10622,12272,57,107,66573,11851,retired,single,basic.4y,0
10623,12273,36,91,402,22287,management,married,professional.course,1
10624,12274,35,91,3518,20310,blue-collar,single,basic.9y,2
10625,12275,55,1136,55639,11511,blue-collar,married,basic.4y,0
10626,12276,21,53,550,24785,blue-collar,single,basic.9y,2
10627,12277,56,64,44560,8888,self-employed,single,basic.9y,0
10628,12278,33,73,3450,18079,technician,single,university.degree,3
10629,12279,51,16,51175,49890,blue-collar,married,basic.4y,0
10630,12280,32,56,1114,23521,blue-collar,divorced,basic.9y,4
10631,12281,45,65,58395,11193,technician,married,university.degree,0
10632,12282,32,94,2771,21224,blue-collar,married,basic.4y,1
10633,12283,34,722,45529,19885,services,married,basic.6y,0
10634,12284,33,52,744,11269,entrepreneur,married,high.school,1
10635,12285,39,44,2906,18494,management,married,university.degree,1
10636,12286,29,120,63104,5030,admin.,married,basic.9y,0
10637,12287,39,44,1406,20334,entrepreneur,married,basic.4y,1
10638,12288,33,73,1285,19043,blue-collar,single,basic.4y,2
10639,12289,23,104,1265,12270,technician,married,professional.course,1
10640,12290,27,133,1928,22188,admin.,married,university.degree,1
10641,12291,45,10,65621,7677,blue-collar,married,basic.9y,0
10642,12292,40,219,61544,18672,retired,married,professional.course,0
10643,12293,37,164,53128,47485,blue-collar,married,basic.9y,0
10644,12294,34,120,2152,20580,admin.,married,university.degree,1
10645,12295,37,11,47175,33401,blue-collar,married,professional.course,0
10646,12296,45,94,2673,20796,blue-collar,married,basic.9y,1
10647,12298,25,140,1952,14703,blue-collar,married,basic.9y,1
10648,12299,25,559,41732,21446,blue-collar,single,professional.course,0
10649,12300,34,48,3207,23090,services,married,high.school,1
10650,12301,36,120,687,15992,housemaid,married,basic.4y,1
10651,12302,37,26,2891,22217,self-employed,divorced,basic.9y,4
10652,12303,35,405,57575,16350,management,married,high.school,0
10653,12304,45,69,40985,11297,management,single,basic.9y,0
10654,12305,28,1017,64178,7352,blue-collar,single,high.school,0
10655,12306,36,385,58906,25308,technician,single,professional.course,0
10656,12308,31,63,3236,12532,management,single,basic.9y,2
10657,12309,33,94,2512,24081,admin.,married,university.degree,1
10658,12310,36,85,3190,14599,services,married,high.school,1
10659,12311,30,117,1482,13619,management,divorced,university.degree,4
10660,12312,38,64,3404,11501,technician,married,professional.course,1
10661,12313,43,51,2886,17315,admin.,married,high.school,1
10662,12314,29,140,814,20749,technician,married,basic.6y,1
10663,12315,48,234,64406,13415,blue-collar,married,high.school,0
10664,12316,33,30,3645,12679,blue-collar,single,basic.9y,2
10665,12317,35,155,54755,34059,blue-collar,single,basic.4y,0
10666,12318,42,500,45282,44947,housemaid,married,basic.4y,0
10667,12320,60,89,58476,40937,management,married,university.degree,0
10668,12321,23,103,200,16877,retired,married,basic.4y,1
10669,12322,31,296,61367,6766,blue-collar,married,basic.9y,0
10670,12323,46,563,52986,33253,entrepreneur,married,university.degree,0
10671,12324,40,146,66398,5842,blue-collar,married,basic.9y,0
10672,12325,44,98,507,14191,management,married,university.degree,1
10673,12326,27,83,3475,17011,blue-collar,divorced,basic.9y,4
10674,12327,22,94,1205,15512,blue-collar,married,basic.9y,1
10675,12328,40,354,66476,36143,blue-collar,married,basic.4y,0
10676,12329,31,83,1366,17417,blue-collar,married,basic.4y,1
10677,12330,42,111,40809,23671,services,divorced,high.school,0
10678,12331,30,103,122,14009,services,married,high.school,1
10679,12332,34,549,55429,7996,blue-collar,married,basic.6y,0
10680,12333,21,122,364,17420,housemaid,single,university.degree,3
10681,12334,28,103,2542,19576,self-employed,married,basic.9y,1
10682,12335,26,60,67807,34179,blue-collar,single,basic.9y,0
10683,12336,43,143,1424,17388,admin.,married,high.school,1
10684,12337,32,120,1918,12995,unemployed,married,university.degree,1
10685,12338,30,40,3921,17057,technician,single,professional.course,3
10686,12339,41,42,3047,19279,admin.,single,high.school,2
10687,12340,37,216,55508,17766,blue-collar,married,basic.6y,0
10688,12341,28,211,42783,9693,blue-collar,married,basic.9y,0
10689,12342,27,116,2356,12855,self-employed,married,basic.4y,1
10690,12343,25,18,54785,24454,admin.,married,high.school,0
10691,12344,28,225,67958,24183,technician,married,basic.9y,0
10692,12345,29,95,1080,15354,admin.,married,high.school,1
10693,12346,47,835,59235,17285,services,single,basic.9y,0
10694,12347,24,30,3143,11320,technician,married,professional.course,1
10695,12348,57,258,59262,21285,blue-collar,married,basic.9y,0
10696,12349,43,58,2925,12411,retired,married,university.degree,1
10697,12350,39,233,50585,6997,technician,married,professional.course,0
10698,12351,38,129,61505,33393,technician,married,basic.9y,0
10699,12353,28,94,35,22841,services,divorced,high.school,4
