Age,duration,Min_balance,spend_per_month
57,162,48856,47824
47,47,66456,33842
39,27,1502,11560
27,38,2792,24653
29,72,319,20776
36,150,54276,5995
41,213,60399,11315
45,65,3175,22626
38,70,67055,5521
25,43,1192,23370
25,114,3424,14614
23,105,591,14192
43,83,63882,17213
27,73,1729,13741
39,67,54576,23433
34,104,63506,34526
28,40,307,18959
30,597,59433,24294
28,274,55014,23890
35,124,67143,5161
28,354,52671,47111
31,94,769,21481
32,43,3362,17429
59,59,58362,34733
29,129,1747,22393
36,158,69954,6671
44,131,3265,15027
41,649,48734,41242
40,26,50967,19669
28,203,68760,23006
30,138,53189,25554
23,106,1215,18323
45,409,46337,27989
40,48,53765,20153
45,110,720,22249
45,199,54113,37548
41,26,769,22427
34,125,3219,16506
32,112,2989,17880
38,112,3472,11633
56,378,49557,35885
43,93,41539,45149
35,514,53608,49869
53,89,48132,46407
30,58,48817,16040
32,850,50781,34174
32,307,56267,36256
40,89,63828,10770
38,71,41882,13898
43,77,152,16964
59,136,60286,23055
45,542,68819,6627
40,265,53199,34778
27,84,53658,27415
40,103,3015,13770
37,93,54783,48415
53,134,57167,17298
38,44,2161,16341
39,36,57795,19219
29,109,44248,20309
44,68,636,24004
31,305,52257,45456
29,143,79,12792
36,614,40276,10487
38,781,47360,40432
43,112,68427,9415
37,130,2745,22156
33,133,2109,17013
44,171,62143,31520
39,110,41702,12738
26,88,2720,24756
40,126,53309,37675
42,37,3453,15529
43,64,1632,21808
40,106,2465,11675
43,123,60990,13363
48,49,66494,20019
37,125,2534,12804
41,146,2173,21845
44,112,47657,32523
42,236,63283,37130
24,124,3603,21339
35,108,51154,39680
48,583,43814,30586
29,67,3058,21373
29,110,2198,13908
28,151,46633,34788
42,165,57743,36303
43,76,3473,12621
36,91,40842,7079
30,63,236,15104
41,76,1619,20199
35,107,65695,43075
39,104,227,21286
32,12,63977,24219
45,128,60500,17168
22,136,1386,11249
28,124,1600,18040
21,71,3691,13060
41,753,66202,9477
41,144,993,13897
49,167,50598,48247
30,48,54983,18771
41,385,61852,40309
37,149,2243,11778
28,651,41582,24149
47,223,47632,31411
59,309,67646,17370
37,121,3132,23873
45,149,3405,12254
38,46,66072,37150
45,118,2778,17085
45,691,62700,39184
36,139,2711,22029
56,315,43884,14481
53,154,58747,39494
35,344,63168,36250
38,128,45760,45356
55,278,45585,41986
38,27,1723,24867
48,189,48151,6203
43,129,3329,20958
50,84,50943,40989
32,264,54641,27519
43,108,3573,23232
38,72,65686,13009
42,145,1509,21026
33,143,592,18919
58,43,68273,8350
35,64,63833,28500
23,131,1089,19538
37,100,1828,12995
45,148,3957,14301
38,131,1419,22619
42,174,59995,48737
31,62,50755,47557
43,349,68284,34825
32,45,1482,21583
35,56,49435,46675
30,69,2121,12262
26,58,761,24117
40,145,3956,16696
49,185,59152,15524
41,111,2765,13582
33,31,3502,24452
43,30,58776,15991
25,117,3992,17068
30,43,2368,13291
26,127,1901,16106
42,96,3468,23727
34,10,47147,9941
32,136,3506,15848
39,72,57885,29729
33,64,3024,15537
21,127,850,18025
49,138,66260,44907
42,122,44977,32821
35,141,3668,18953
32,52,54536,22736
44,80,47069,22821
52,558,59388,42105
40,124,61221,8407
43,73,57679,17473
36,48,779,16248
54,68,40460,30679
32,61,3682,18651
34,54,46652,5239
22,58,60059,46313
43,128,3444,12535
41,77,1189,20228
22,49,1664,21878
39,59,2558,13074
56,871,42222,34443
49,577,46023,38452
29,95,1339,22270
29,46,57923,29597
30,92,3460,13604
34,317,40976,46715
32,281,52157,39726
43,115,1059,17799
31,186,52486,48381
54,322,47096,39600
44,37,44516,36914
52,283,44708,12506
30,40,427,12145
35,312,42988,38365
41,103,2578,20676
21,113,1467,12816
27,69,3792,12286
39,1178,65740,15701
36,130,55198,12241
44,541,61040,32990
29,137,1226,18434
37,640,69866,49507
44,149,3295,23267
39,103,3213,23552
52,159,62763,20079
45,138,61920,45030
30,773,63025,45945
48,298,56717,12414
43,1618,60556,49888
33,101,1386,22822
30,90,806,13605
29,124,66677,19054
30,45,1789,15326
49,67,48185,39257
44,462,68364,30889
37,127,73,24382
38,69,45627,43323
26,138,1443,16511
43,190,49910,23060
30,204,40544,17688
41,85,58732,23375
36,71,2683,15105
22,109,1,19973
54,339,61805,30263
38,25,2673,11159
31,100,2213,24306
34,168,60269,44481
36,247,42501,28205
57,243,54907,43059
25,108,3426,19179
40,123,418,11299
21,132,3969,11343
53,232,69464,13449
39,238,55468,10556
47,211,45951,27716
40,92,3037,13061
29,85,1036,24772
32,188,68576,34476
33,67,49696,34327
38,361,40374,25185
30,115,480,16336
38,32,1919,18664
30,83,43782,21625
36,247,45352,24841
37,75,2644,20493
22,124,1195,24869
32,559,43491,38097
24,82,3889,21432
35,10,52242,29513
33,148,1045,14744
39,146,3773,18438
35,107,3946,13226
37,28,1779,15805
45,43,431,18803
23,52,118,15672
24,145,1645,12709
21,111,1942,18930
27,61,62616,7062
42,89,22,24104
38,110,895,14365
24,54,1124,11607
34,157,68116,48788
34,110,49950,13101
32,117,254,21539
43,59,831,13268
50,241,60520,9814
31,39,186,23300
31,100,2615,19044
44,103,2081,24661
22,138,68,22398
49,270,54997,36929
38,172,52094,27866
39,80,1393,15967
33,119,62706,27458
31,61,3160,22341
24,142,601,11561
33,79,2368,16282
27,119,2875,20600
31,325,58982,15288
41,33,52204,41969
24,33,2422,18566
48,57,50752,42096
23,71,1586,19924
41,28,3960,24375
50,741,56389,42683
39,127,2514,15528
28,68,1514,24153
47,87,59247,46191
34,95,53280,37856
35,114,63737,37273
45,44,2047,20441
35,101,478,11072
41,49,3255,16059
30,146,1259,13361
47,580,58015,9052
39,81,44211,40683
32,116,3261,20142
23,132,2406,15949
25,72,1359,22487
35,276,44226,8487
49,93,66047,34269
45,67,3715,19563
22,107,3707,13591
28,78,62027,22405
29,46,760,14355
34,85,344,20929
50,408,54534,19723
32,147,56331,36231
38,287,63315,37246
35,75,1969,13667
22,92,2863,24152
26,118,1267,21245
31,195,60501,9703
30,75,84,17497
38,100,3253,16520
22,99,3533,20130
42,114,1761,16772
32,89,3352,15963
44,92,1396,23741
34,206,66196,33276
54,100,61359,20474
31,76,2918,22757
36,163,42705,5972
40,69,50568,48028
25,35,40867,22504
29,142,1996,15737
44,96,63807,49690
27,65,1259,19321
27,73,269,14120
40,60,57586,25915
32,40,2124,22001
29,100,843,24962
46,227,45533,25862
28,31,2021,15004
35,101,369,20780
40,270,41701,5089
24,55,3900,16128
35,178,50325,10715
32,223,61279,16617
31,144,1706,23157
28,210,59240,45704
32,79,1833,11089
38,822,63177,24850
22,26,2392,22630
53,339,50791,45562
32,140,68924,34431
30,71,67907,19981
29,112,184,17851
44,34,56,13027
34,128,3732,15940
59,64,56613,34927
33,77,44230,30555
29,73,60231,18498
56,42,61474,46833
36,148,197,20737
46,25,46899,6294
37,147,49022,30972
32,26,2810,21101
38,38,2503,19481
60,35,55450,36886
41,143,784,18191
34,263,69705,36698
31,87,216,22713
32,81,2588,16521
32,80,1784,11227
42,91,47936,42228
29,1298,58382,28565
41,644,67557,25284
44,289,48491,29127
36,111,345,15547
42,75,2906,14756
32,56,129,20699
29,73,2700,17367
33,27,2433,20298
53,541,49077,36798
30,36,2280,15596
52,50,55351,26494
22,38,2881,23352
38,250,48446,37456
26,181,62647,31664
30,32,56687,11288
41,235,48169,43771
40,40,1818,21370
57,215,57556,41802
35,320,61853,23616
41,382,64226,17465
42,139,3956,18065
40,286,68687,24933
26,1021,52583,8548
45,167,59136,28959
31,1248,46921,39654
38,39,2880,22692
40,114,3693,23386
28,273,44285,45942
32,30,2079,12488
32,39,45827,40671
31,37,3870,20474
29,94,3019,23445
37,348,69706,35010
37,75,2092,22522
35,125,207,18382
38,97,1656,16966
30,332,54391,33157
35,27,587,16608
40,149,1416,21158
45,287,50623,9149
23,98,3314,22596
43,153,58357,23426
41,45,2077,18019
24,298,59585,26527
38,101,56892,31280
34,35,339,24987
41,66,55821,9806
30,127,2856,23683
44,124,866,15433
26,50,69560,35534
53,57,42750,13839
30,31,0,17576
37,599,58812,45428
52,92,55963,19756
35,52,67622,23345
35,144,1079,17260
41,294,41968,13829
41,93,756,23140
29,145,3954,24453
31,27,57352,20152
38,30,3600,16364
34,42,1342,14420
31,130,1605,24622
39,358,55966,39718
37,137,3874,22888
50,46,62857,7314
27,86,727,21048
21,148,2341,13415
35,89,2596,11036
29,96,613,15494
30,342,43025,18735
40,78,52157,27413
34,76,54426,14801
21,149,2095,13988
26,141,1181,19949
34,133,3490,16454
38,33,2713,11982
42,128,1414,20404
43,141,2007,22996
52,535,55069,31748
60,155,41745,24122
28,76,3182,11171
35,36,64006,29566
40,20,57495,23657
35,15,44580,25744
21,79,1722,16420
37,87,43847,24334
42,298,68415,44087
38,147,560,20387
31,750,51454,14796
43,139,2380,19088
33,135,3708,23198
34,14,49295,26808
29,81,64857,25747
38,61,2851,20259
50,162,64824,18001
25,53,69299,20189
35,131,43251,48888
34,18,59168,32895
34,88,1401,12832
31,53,1790,23593
44,50,1302,20066
26,102,42627,13603
27,60,3732,19180
43,90,3865,13345
24,88,1900,14448
21,39,424,17849
42,41,5,11918
37,95,3272,22248
33,114,2441,16140
28,406,43269,46792
24,37,3674,20113
57,168,63232,49308
48,221,59049,17127
34,703,60933,9558
28,149,3232,22152
39,126,44746,26061
23,110,3600,22857
43,137,778,18216
32,353,40475,39554
42,362,41707,14793
33,94,520,21012
40,43,3785,14127
38,71,3863,19945
42,345,41401,18423
41,73,2574,20864
44,17,44129,23391
36,135,1243,20696
37,27,1830,23707
30,141,67569,11355
41,14,41596,6081
25,138,2922,12860
39,440,67294,27966
36,323,57265,42959
33,139,3875,13162
40,154,68560,12515
38,97,48459,7720
44,146,2738,11778
55,303,64782,27227
44,94,1502,21526
54,77,52517,28926
32,295,42391,35297
44,65,3854,11414
45,98,1760,16778
23,46,1352,16927
30,72,1900,17517
39,83,47188,40065
36,144,247,24121
22,110,3198,14306
37,638,64866,38796
36,78,47096,13640
34,222,43882,32793
50,78,58735,20302
24,88,1464,12828
34,150,66119,14754
35,75,1691,13227
22,92,3836,18015
43,150,3913,19801
38,135,965,23216
38,329,42682,38571
37,338,52562,22933
31,110,1538,11826
30,131,40652,48004
40,141,442,17433
30,147,2073,23198
25,45,3889,22609
32,45,55305,14661
23,28,2986,20924
32,143,3163,20877
29,142,2780,14573
33,60,658,20979
31,287,48010,40226
37,43,41040,49067
31,147,1683,19686
33,123,981,18945
39,110,51434,17332
59,193,64042,9709
45,52,3920,15492
33,145,892,23341
28,148,2646,13681
22,147,3729,12307
27,99,2833,21760
22,99,749,18306
37,127,602,19155
50,442,69086,10103
27,99,2785,16157
25,135,518,15318
28,28,2296,24484
30,139,570,21110
31,57,55038,31460
38,89,2936,22590
36,145,51833,16023
53,116,56962,31295
55,126,47779,25582
22,31,2725,19110
45,82,1044,22104
35,56,57,21244
41,75,66726,28551
40,115,317,24910
27,50,2033,13323
30,64,3883,22255
50,355,67156,7464
35,52,3684,19504
33,147,41177,12248
32,44,1823,13934
30,134,65957,41040
34,60,58053,27602
30,38,2104,21063
42,104,1549,13970
25,67,2873,24956
38,117,3284,12081
40,122,3537,15532
30,59,3433,16000
55,269,50998,21595
48,306,46080,5860
28,100,1114,19140
29,71,69322,16308
25,121,2689,22360
53,382,49804,46862
25,71,315,19781
39,102,3005,24022
24,218,54266,42830
27,121,65785,7305
35,90,3096,12873
28,81,3826,11211
42,123,2278,23912
40,99,45480,9739
24,59,3916,18839
26,44,204,22381
26,26,491,21480
36,198,61723,7341
39,132,46642,41481
32,129,53151,40177
45,59,1828,19042
32,135,63475,18234
41,64,406,11862
45,33,2422,12091
28,88,2655,22844
34,102,3692,12207
47,241,58731,31001
32,705,53552,42118
56,134,46098,30024
36,82,2215,17925
23,125,2947,21399
38,43,66281,40099
49,23,55696,35077
22,43,3340,21531
45,254,61812,38961
39,121,2901,17313
24,64,904,24759
36,107,40821,19981
50,135,53313,36886
50,61,57634,35851
41,50,155,23919
35,108,1854,23514
34,115,2258,19288
35,130,2931,23086
27,31,3999,23161
36,652,49105,45540
38,206,61520,20125
27,74,1311,18809
25,60,1479,12681
53,68,57622,9206
21,113,1981,11389
44,135,702,15597
47,123,49143,24754
33,83,2,22190
27,96,3870,24908
33,148,2393,16578
38,128,428,21275
38,150,3995,15094
51,85,61026,34203
24,84,2359,21964
30,71,428,24152
39,110,925,20073
46,436,47191,25059
44,147,3160,22062
40,43,63234,48573
26,150,2037,18914
27,63,1227,24025
25,40,1793,24447
44,113,2598,15708
44,50,53693,23692
36,49,63258,36568
33,130,2279,14959
40,66,3942,11683
35,79,55936,42906
21,33,1796,11516
37,112,160,14841
29,119,1332,19251
31,124,960,23795
33,187,65516,10974
45,164,43888,17272
30,67,45908,38114
44,445,50719,46371
35,76,831,13179
44,128,674,19704
37,167,58126,31292
29,29,2932,22090
42,226,53135,42993
44,80,1699,17082
33,353,60369,5303
39,34,64009,9645
43,161,54717,20838
56,77,69988,33127
38,346,66175,25902
23,60,1272,16506
40,117,942,12033
35,126,3202,12286
39,133,686,20311
23,46,2024,22105
43,42,2311,24081
42,120,2718,12017
43,86,3707,17136
33,16,59569,5748
21,93,2305,13763
29,38,3585,20496
45,205,68915,36280
38,291,62469,14650
57,986,49211,35666
23,30,820,20597
31,166,63875,11290
35,92,53972,7350
28,114,3426,17794
57,236,54534,16369
35,90,2151,16933
50,93,60500,5813
43,200,53409,18702
33,176,48344,8916
32,1162,51243,20465
33,63,2941,19857
30,74,65676,17248
35,106,1936,20432
42,31,3401,18186
39,53,650,21243
27,614,47630,24485
43,79,3514,15110
22,1199,66726,30538
50,209,50508,46902
29,57,1046,20341
27,104,685,19132
34,77,3647,15212
22,85,2306,18407
50,108,55360,13761
43,495,47877,8085
30,135,940,17367
30,98,888,22783
41,42,2493,21700
55,107,62066,22210
39,111,894,20157
32,29,3148,19140
56,447,57143,28436
24,137,2468,19932
43,57,2832,14717
33,141,348,11320
28,256,64788,6913
31,79,1868,18351
42,34,3065,11892
35,62,3374,13569
40,168,46794,33981
59,133,54747,43485
29,37,1617,20723
32,118,64395,34971
36,143,275,18687
52,572,63830,44802
38,681,62486,20981
21,108,269,23207
41,150,1170,15331
32,408,41710,33419
44,119,552,23304
44,49,3589,20365
36,65,1011,14662
36,140,48083,33531
50,424,47989,9792
37,159,61101,32717
30,775,43273,44878
34,143,2557,13334
36,102,67248,37943
30,2621,48289,17385
25,30,1296,15937
22,80,3999,12918
29,200,52845,8847
32,92,471,16149
43,76,112,18608
50,85,52824,14116
45,134,66617,10362
44,51,3112,11777
37,173,62456,11983
42,60,54253,40043
27,97,3956,17210
44,44,699,16716
31,58,86,11973
26,93,3803,15346
43,135,3377,18350
43,41,47694,40260
43,123,959,13683
32,138,47866,13607
43,411,63298,18065
24,45,3347,18811
26,209,65477,27910
26,266,54400,45679
36,134,54326,48719
22,65,3795,14876
30,96,2249,13546
28,89,67155,40319
23,32,734,15131
23,136,804,13312
29,127,1035,18624
33,28,3819,20032
33,162,68976,47322
54,213,49601,49832
43,39,2749,18656
33,61,41132,12509
44,61,1157,19967
27,187,46848,46904
57,332,52176,21216
34,74,3696,18000
31,89,2146,24559
45,62,319,16218
33,145,2496,23696
50,756,62852,41150
41,30,2153,17215
36,125,3316,13477
41,271,55307,6405
37,67,2196,11587
26,88,1221,18309
43,64,3858,21130
37,198,65987,17423
37,398,60157,48051
45,136,1741,21552
54,76,54722,43195
39,264,66699,16745
39,979,51425,49691
30,89,48557,24971
27,114,1475,14644
40,420,46165,44409
37,548,64939,38080
36,95,1708,22277
21,137,2330,23031
34,77,3069,17545
31,343,68055,11032
42,88,58627,21111
26,68,61781,14250
44,49,6,16339
28,122,421,24283
34,131,2086,13564
45,116,256,16045
42,311,43577,45022
45,138,41177,37085
44,48,54895,49981
44,390,67958,11010
28,61,62679,9266
45,65,57581,16028
35,637,65272,49142
37,117,48656,5930
23,102,1078,21254
30,130,56961,26410
44,38,3908,18421
43,50,2074,20391
39,64,3161,23178
44,132,69806,44231
27,98,1068,17862
45,228,50722,12412
33,142,370,14848
51,334,66510,43038
30,137,335,20688
55,441,55583,42361
38,61,1907,17623
59,47,50507,37333
32,235,59355,36849
58,270,48770,33642
32,192,56253,44655
41,67,1038,12401
26,78,532,13873
32,74,2951,22817
43,386,60150,41906
36,54,61980,42576
24,44,1548,15933
43,35,52297,42810
26,35,2191,20187
45,84,1673,22656
25,116,2693,16636
42,147,3876,23729
23,132,3219,12970
50,64,44778,47160
37,78,2115,13187
34,250,50263,11731
33,125,3597,20031
51,137,47608,10544
43,30,48767,26430
26,72,66908,31364
40,115,337,20931
37,62,1104,17236
51,120,48019,34710
23,29,953,19939
39,139,3578,22595
27,28,2022,23378
43,118,3176,11077
23,98,1436,13816
40,104,1116,16506
22,126,3695,21559
25,128,3654,24510
33,18,51729,18601
42,53,3017,24627
33,43,2671,24863
57,54,69119,25292
36,835,59334,9041
24,103,3756,24473
28,37,1508,18910
32,164,63153,46452
45,27,2231,20134
29,112,43840,20277
37,744,49526,46651
41,104,2074,24234
48,321,41701,13823
35,24,40598,44260
34,64,899,18087
45,27,1870,23238
26,75,2484,19023
31,371,68946,41956
31,44,3411,24816
30,114,40289,29460
31,48,1301,22734
37,66,468,16525
27,137,1420,22299
25,185,55234,7492
34,130,1130,20096
26,75,3331,21073
28,156,47882,29482
36,128,3303,18859
35,394,69050,20369
40,116,3694,14402
28,262,59001,24288
34,37,68672,49386
27,72,59360,40280
31,417,54333,40567
35,1528,47337,41779
56,154,50759,20066
31,533,50514,28532
41,122,63468,17306
58,23,67342,22819
38,82,61456,5960
47,55,59614,32162
40,42,2296,19099
42,39,2366,11053
29,35,1110,11246
25,106,389,18441
40,52,3241,20009
47,551,42554,30541
56,367,54980,27625
32,220,42503,15624
34,43,3418,11258
22,77,3325,22781
43,173,42362,34505
37,91,2900,12660
41,199,63830,43233
23,94,68620,45668
25,72,3942,16194
36,142,54186,32535
33,76,2391,22585
35,417,48115,8922
43,192,51541,15260
32,443,69657,25652
24,137,1040,13214
43,1487,45897,27865
37,62,68,19621
25,83,3431,17517
24,37,1533,16910
33,56,2103,18048
42,104,66424,37027
28,125,600,12430
21,68,1867,21775
29,50,3054,19185
32,156,60924,39557
32,103,47148,36549
51,269,59412,45206
39,187,59122,16489
24,113,140,21925
43,1540,46219,21043
39,310,66012,8934
41,147,63829,28979
34,129,67847,27435
35,113,2686,12845
34,109,1931,23750
34,71,1494,13368
30,27,1854,23959
28,135,361,14589
29,973,59121,19003
56,36,52623,45072
28,139,40,20289
31,132,69045,19979
34,1009,54385,11619
27,55,52660,13887
31,105,63470,44816
26,94,489,18613
28,96,3971,15464
28,466,58487,45993
25,46,3930,23339
25,227,60871,38076
39,65,59848,14303
28,387,48089,39259
33,379,54057,12306
23,122,2728,23160
35,72,2893,17485
44,104,927,18889
51,567,53238,35963
26,80,1551,14580
34,141,1929,21731
24,476,52187,11425
39,32,744,18234
44,137,759,15810
34,74,54600,8520
31,117,1232,13483
29,26,56459,45649
29,27,56961,28767
29,632,58200,48933
32,316,63529,21140
40,64,1745,18223
32,52,62717,42721
22,40,3415,20279
25,89,3898,12455
23,69,2775,22093
36,81,53515,41628
55,58,59780,25770
44,104,584,12447
27,119,328,13448
24,221,44782,26207
26,102,768,23017
24,29,2267,24078
38,146,40709,5318
31,121,698,22580
41,324,66426,25567
25,40,3914,19325
58,16,51482,25510
28,392,46742,35006
23,112,3579,19628
57,101,56139,5380
33,577,52742,11221
45,93,1304,14696
36,58,2652,21325
28,29,863,22834
33,112,3347,12175
24,49,1427,24435
31,36,47500,5815
44,147,3600,19406
36,100,47242,45206
25,83,2181,13396
26,105,62521,9084
41,707,59747,22357
31,119,56224,19082
28,695,69623,47137
24,71,71,22818
36,55,260,12736
30,75,2189,12302
41,150,905,23090
27,35,1797,21360
37,114,129,24172
34,18,45032,32445
32,108,57074,19993
34,41,114,14637
32,90,3678,17271
48,78,63103,14630
30,121,3689,16461
27,155,46474,43499
32,188,51418,24731
55,326,56309,39890
27,30,2688,14882
39,62,46,24660
25,99,46,19000
54,36,48569,18118
52,18,63087,44374
55,89,49197,6308
38,359,44436,12900
38,144,739,12504
56,19,48830,39182
29,82,3191,18479
31,146,42589,47658
33,75,480,13235
35,150,1022,15471
35,32,1291,21645
46,156,64044,40778
31,69,3115,13134
35,27,1899,17794
22,123,2728,14708
24,37,57481,10806
44,61,58180,13862
43,793,59694,32461
31,704,50221,29611
41,96,1031,12854
33,61,48019,24447
23,65,1695,24524
28,98,580,15209
35,399,51767,45424
21,36,592,15234
25,121,57351,16998
26,84,45145,22114
35,48,2502,11400
43,125,3175,12451
43,48,65325,42417
29,129,64571,9108
50,242,54930,35032
28,45,1244,17178
45,37,54613,44588
37,83,2459,20906
39,117,981,20483
36,57,69383,44479
33,154,62081,12997
33,77,53791,19329
35,91,2069,16643
33,313,57630,33100
28,54,2111,21284
44,111,1231,23327
36,305,59835,37160
37,133,1874,20761
31,146,2666,17732
38,42,1829,12311
51,99,44914,12267
28,771,42154,6337
33,125,2208,14095
41,378,44512,38331
49,152,51931,42558
44,491,64347,39923
43,51,3990,15841
40,37,2233,19600
49,135,49331,21579
36,626,46572,28885
51,16,55518,7289
45,125,49052,36079
30,120,54688,6495
46,16,43901,43833
23,145,940,17987
23,507,60762,9749
50,18,42355,23323
27,52,272,22756
38,55,1082,24111
47,15,45183,31219
52,23,62743,48313
28,110,3014,18383
34,144,2027,11228
30,131,870,23681
29,40,2275,20217
37,66,1167,17857
54,255,57738,18572
35,55,56573,13275
22,66,2493,11436
47,161,69569,15684
60,340,53031,31277
29,40,48525,16050
49,156,43201,7471
31,145,758,12111
42,35,979,22599
28,604,40300,23635
26,69,1850,20968
34,29,61734,39836
30,102,3042,13176
39,160,62333,45734
40,136,47014,5649
56,82,69188,15403
32,65,2153,18977
21,129,3081,13473
58,147,43580,14449
30,116,2305,14181
26,41,3897,19216
37,675,55403,25309
34,45,1264,24516
32,136,3452,12400
32,52,1445,21321
41,43,2348,15795
22,128,3244,13979
32,37,68491,22198
36,142,1571,11691
33,150,2787,17222
59,297,43552,6264
47,593,59162,42890
39,108,3905,24168
30,141,3670,18351
42,108,43653,49529
42,56,649,14432
46,45,54951,39361
27,240,52219,14959
49,70,40737,21124
50,64,59378,45700
37,44,287,22059
27,96,3472,23879
47,149,48660,14946
33,135,1302,16281
35,71,62544,37776
30,67,2921,15721
56,573,68657,10281
35,119,2878,15880
42,141,2950,20973
30,73,627,17042
35,34,62926,20170
22,106,1744,11211
47,1224,67380,11530
46,144,61665,36704
53,75,65090,12193
58,430,68097,38064
42,141,1083,14720
22,31,1492,13733
45,132,878,16086
32,82,400,21585
47,252,56437,48992
42,188,64696,34828
25,103,2859,20329
39,132,3635,20845
43,76,1539,19699
36,127,62174,48668
51,22,42748,14689
42,129,3851,17569
30,61,1959,19759
52,167,69298,17006
22,41,2447,15190
46,57,43172,20742
42,220,51659,32883
35,140,60970,43518
36,95,1258,21628
43,53,399,14800
28,45,1581,11383
26,123,1144,18131
35,161,53163,41500
38,51,2189,16208
32,148,2339,12915
27,77,749,12040
35,291,52059,34220
22,86,2739,18768
29,136,2300,14247
29,110,2805,19957
58,327,52164,12462
35,105,3641,12667
35,159,47327,29578
33,117,3117,14704
51,152,45542,48761
51,169,51548,37536
35,48,1146,23321
29,89,286,19675
44,136,65524,42570
29,121,1983,19287
29,45,2846,19841
33,201,43040,44199
41,142,56407,39148
31,100,3883,23132
36,138,2957,20491
41,512,66965,48968
45,810,45844,28435
26,56,3108,20835
23,89,1706,19236
40,44,54116,27048
43,145,51750,42688
35,196,60238,16115
28,134,1645,14194
47,252,42458,45509
39,26,66169,5950
34,335,57650,10830
46,89,44014,24036
44,108,2845,23917
38,25,683,23559
54,361,47132,7194
23,109,3688,20609
36,221,68314,25766
41,84,66593,18263
45,96,159,15117
28,65,1525,22095
45,141,65779,16548
33,254,58517,42474
34,97,196,15808
30,27,2167,19538
38,149,65524,44833
26,141,3881,21486
38,77,438,20942
39,207,40315,44065
41,83,52318,13208
41,289,53068,15165
42,143,56976,35982
32,137,2989,23170
44,58,3271,11864
34,191,42776,11060
28,71,3975,19350
43,487,56310,23331
30,85,3823,11344
22,36,1182,23845
24,67,1491,17624
57,253,66637,7814
47,786,41947,45407
44,239,45121,48334
40,136,52490,32662
30,162,50724,44550
40,115,2441,17484
33,71,3363,21930
36,177,51594,28684
38,252,57880,14191
43,57,2389,14317
43,52,47825,38024
40,102,1296,24627
31,217,45217,22191
29,145,53520,5479
25,45,3553,22365
57,61,48501,44298
35,149,2551,21625
35,73,494,23535
28,64,1016,21449
29,1318,65162,17021
32,44,2302,24596
47,282,63610,26888
26,38,2696,14622
24,62,1283,18875
27,146,2329,22488
29,63,47817,32302
43,176,44491,23853
36,67,42849,31604
38,605,65020,5459
27,75,65021,45283
38,1411,54674,41149
52,83,67026,7732
45,112,2205,17754
38,2028,53084,46973
39,75,183,21982
39,453,49553,10729
28,419,45458,37077
32,66,2434,21790
36,138,2381,20970
49,21,47959,44335
40,40,68807,7585
33,75,336,16145
25,107,1353,15013
38,55,66783,11705
31,952,59190,7080
36,207,44310,29357
37,142,3939,16474
35,318,63099,7609
37,232,59997,41352
57,76,59266,19703
35,153,60556,48190
41,28,2377,13239
36,97,52492,47786
49,216,46688,20312
38,142,66447,32437
24,104,396,17732
34,280,67668,47207
32,78,1313,12401
39,34,594,16219
28,36,3067,11547
57,107,66573,11851
36,91,402,22287
35,91,3518,20310
55,1136,55639,11511
21,53,550,24785
56,64,44560,8888
33,73,3450,18079
51,16,51175,49890
32,56,1114,23521
45,65,58395,11193
32,94,2771,21224
34,722,45529,19885
33,52,744,11269
39,44,2906,18494
29,120,63104,5030
39,44,1406,20334
33,73,1285,19043
23,104,1265,12270
27,133,1928,22188
45,10,65621,7677
40,219,61544,18672
37,164,53128,47485
34,120,2152,20580
37,11,47175,33401
45,94,2673,20796
52,208,53157,15765
25,140,1952,14703
25,559,41732,21446
34,48,3207,23090
36,120,687,15992
37,26,2891,22217
35,405,57575,16350
45,69,40985,11297
28,1017,64178,7352
36,385,58906,25308
21,116,3888,23739
31,63,3236,12532
33,94,2512,24081
36,85,3190,14599
30,117,1482,13619
38,64,3404,11501
43,51,2886,17315
29,140,814,20749
48,234,64406,13415
33,30,3645,12679
35,155,54755,34059
42,500,45282,44947
50,167,62638,13877
60,89,58476,40937
23,103,200,16877
31,296,61367,6766
46,563,52986,33253
40,146,66398,5842
44,98,507,14191
27,83,3475,17011
22,94,1205,15512
40,354,66476,36143
31,83,1366,17417
42,111,40809,23671
30,103,122,14009
34,549,55429,7996
21,122,364,17420
28,103,2542,19576
26,60,67807,34179
43,143,1424,17388
32,120,1918,12995
30,40,3921,17057
41,42,3047,19279
37,216,55508,17766
28,211,42783,9693
27,116,2356,12855
25,18,54785,24454
28,225,67958,24183
29,95,1080,15354
47,835,59235,17285
24,30,3143,11320
57,258,59262,21285
43,58,2925,12411
39,233,50585,6997
38,129,61505,33393
30,31,3598,20724
28,94,35,22841
45,135,221,13979
39,112,51006,17067
38,58,3977,24877
42,135,3401,12554
32,54,758,16187
34,44,2087,20503
36,55,62004,28051
26,2635,53850,38020
42,36,3143,14139
22,138,2014,18345
36,318,49146,48093
32,93,2047,15957
57,53,67558,26041
39,98,3188,16737
29,119,2413,14945
34,103,1935,16188
30,193,42465,22146
39,333,68648,22367
52,241,48599,35105
21,137,2289,13450
21,139,2372,16835
32,111,814,21586
35,89,42357,8690
36,112,50201,8490
56,489,53860,49300
27,82,539,22024
44,66,3851,16960
37,97,988,18441
31,32,3275,24079
29,24,58726,13397
35,147,3920,13844
39,43,56556,48335
